split,environment,path_num,condition_id,source_id,stage1_safe_cost,teacher_safe_cost,stage1_mode,teacher_mode,teacher_valid,B_cost_only_safe_cost,B_cost_only_mode,B_cost_only_recovery,D_induced_coupling_safe_cost,D_induced_coupling_mode,D_induced_coupling_recovery
train,env000015,2,0,0,1.9572664499282837,0.408031702041626,-1,-1,True,1.2394132614135742,-1,0.46335986256599426,1.02439284324646,-1,0.6021512150764465
train,env000015,2,0,1,1.897085189819336,0.4720960557460785,-1,-1,True,1.2528753280639648,-1,0.45208054780960083,1.3874094486236572,-1,0.3576699197292328
train,env000015,2,0,2,2.1387908458709717,0.47968539595603943,-1,-1,True,1.206027626991272,-1,0.5622085332870483,1.327329158782959,-1,0.48909592628479004
train,env000015,2,0,3,2.0475878715515137,0.4646921455860138,-1,-1,True,1.2752283811569214,-1,0.48794084787368774,1.3381216526031494,-1,0.4482077956199646
train,env000040,1,1,0,6.545735836029053,1.9652011394500732,-1,-1,True,1.569338321685791,1,1.0864228010177612,3.8744421005249023,-1,0.583183765411377
train,env000040,1,1,1,4.739604949951172,1.365801453590393,1,1,True,1.5337733030319214,1,0.950212836265564,2.9090778827667236,1,0.5425707101821899
train,env000040,1,1,2,4.792386054992676,1.3302819728851318,1,1,True,1.5363731384277344,1,0.9404723048210144,3.1936047077178955,1,0.4617947041988373
train,env000040,1,1,3,5.340714454650879,1.997202754020691,1,1,True,1.5461487770080566,1,1.1349042654037476,4.165827751159668,1,0.35139304399490356
train,env000064,4,2,0,10.773508071899414,6.487314701080322,1,1,True,7.802736759185791,1,0.6931024789810181,9.088688850402832,1,0.39308053255081177
train,env000064,4,2,1,10.2545166015625,6.155568599700928,1,1,True,7.429844856262207,1,0.6891211271286011,9.457883834838867,1,0.19435054063796997
train,env000064,4,2,2,10.41285228729248,6.007449626922607,1,1,True,7.483778476715088,1,0.6648821830749512,9.189010620117188,1,0.27780473232269287
train,env000064,4,2,3,9.95743465423584,6.136730670928955,1,1,True,7.7174906730651855,1,0.5862647294998169,9.286572456359863,1,0.1755860149860382
train,env000065,0,3,0,6.498782634735107,1.3958256244659424,0,1,True,2.463263511657715,1,0.7908197641372681,4.207892417907715,1,0.4489338994026184
train,env000065,0,3,1,6.774636268615723,1.6143320798873901,0,1,True,2.687683343887329,1,0.7919985055923462,4.280567169189453,1,0.4833182394504547
train,env000065,0,3,2,5.026793003082275,1.2252178192138672,1,1,True,2.6666789054870605,1,0.6208252906799316,3.2744300365448,1,0.4609570801258087
train,env000065,0,3,3,5.396039009094238,1.1252251863479614,1,1,True,2.8633999824523926,1,0.5930108428001404,4.026185512542725,1,0.32074764370918274
train,env000082,2,4,0,8.560994148254395,3.5993685722351074,-1,-1,True,3.8351330757141113,-1,0.9524824023246765,4.173340320587158,-1,0.8843178153038025
train,env000082,2,4,1,6.241812705993652,3.334684133529663,-1,-1,True,3.8418514728546143,-1,0.8255435228347778,4.227210521697998,-1,0.6929869651794434
train,env000082,2,4,2,9.466033935546875,4.658121585845947,1,0,True,3.8397786617279053,-1,1.1702075004577637,4.725541114807129,-1,0.9859773516654968
train,env000082,2,4,3,8.209771156311035,3.5497355461120605,-1,-1,True,3.8208119869232178,-1,0.94182950258255,4.190640926361084,-1,0.8624677062034607
train,env000013,2,5,0,1.7953894138336182,0.35711807012557983,1,1,True,0.8519333600997925,1,0.6559653282165527,0.9631557464599609,1,0.5786346793174744
train,env000013,2,5,1,1.912607192993164,0.3463512361049652,1,1,True,0.8057160973548889,1,0.7067115306854248,0.9883924722671509,1,0.5900790095329285
train,env000013,2,5,2,1.7615188360214233,0.339426189661026,1,1,True,0.8578908443450928,1,0.6354213356971741,1.1112773418426514,1,0.4572426974773407
train,env000013,2,5,3,2.316394090652466,0.3897482454776764,0,0,True,0.8476724028587341,1,0.7623205184936523,1.1909626722335815,-1,0.5841402411460876
train,env000028,4,6,0,3.590590476989746,0.5508080124855042,1,1,True,0.3459392786026001,-1,1.0673959255218506,1.6977840662002563,1,0.6226782202720642
train,env000028,4,6,1,3.7749643325805664,0.6450244784355164,1,1,True,0.20993749797344208,-1,1.1390080451965332,1.3571691513061523,1,0.7724733948707581
train,env000028,4,6,2,3.2952871322631836,0.5700040459632874,1,1,True,0.206626296043396,-1,1.1333357095718384,1.0294660329818726,1,0.8314075469970703
train,env000028,4,6,3,3.666213274002075,0.55484539270401,1,1,True,0.21486884355545044,-1,1.109269142150879,1.3800321817398071,1,0.7347832322120667
train,env000076,2,7,0,7.91721773147583,1.034183382987976,1,1,True,1.2139465808868408,1,0.9738831520080566,2.0448970794677734,1,0.853158712387085
train,env000076,2,7,1,9.806449890136719,0.937335193157196,1,1,True,1.270408034324646,1,0.9624457955360413,1.4988796710968018,1,0.9366853833198547
train,env000076,2,7,2,9.194031715393066,0.9875790476799011,1,1,True,1.5437970161437988,1,0.9322218894958496,1.7345249652862549,1,0.9089807271957397
