split,environment,path_num,condition_id,source_id,stage1_safe_cost,teacher_safe_cost,stage1_mode,teacher_mode,teacher_valid,B_cost_only_safe_cost,B_cost_only_mode,B_cost_only_recovery,D_induced_coupling_safe_cost,D_induced_coupling_mode,D_induced_coupling_recovery
train,env000015,2,0,0,1.9572657346725464,0.3997756838798523,-1,-1,True,1.1737537384033203,-1,0.5030606389045715,2.8003718852996826,-1,-0.5413236021995544
train,env000015,2,0,1,1.8970845937728882,0.48637115955352783,-1,-1,True,1.260342001914978,-1,0.45136210322380066,1.516119122505188,-1,0.27005162835121155
train,env000015,2,0,2,2.1387975215911865,0.4671851396560669,-1,-1,True,1.102173924446106,-1,0.6201339364051819,1.3893126249313354,-1,0.44836047291755676
train,env000015,2,0,3,2.0475850105285645,0.46856409311294556,-1,-1,True,1.186405062675476,-1,0.5453885197639465,1.424012541770935,-1,0.3949108123779297
train,env000040,1,1,0,6.54573917388916,1.9810456037521362,-1,-1,True,1.4798948764801025,1,1.1097885370254517,3.8282740116119385,-1,0.5953226089477539
train,env000040,1,1,1,4.73961067199707,1.358424186706543,1,1,True,1.5507510900497437,1,0.9431184530258179,3.083364963531494,1,0.4898415803909302
train,env000040,1,1,2,4.792385101318359,1.3309097290039062,1,1,True,1.4767130613327026,1,0.9578782320022583,3.422466516494751,1,0.3957614600658417
train,env000040,1,1,3,5.3407182693481445,1.9858736991882324,1,1,True,1.573256015777588,1,1.1229915618896484,4.520977973937988,1,0.24434523284435272
train,env000064,4,2,0,10.773459434509277,5.945574760437012,1,1,True,7.245880603790283,1,0.7306675910949707,9.197874069213867,1,0.3263510763645172
train,env000064,4,2,1,10.254511833190918,6.2005839347839355,1,1,True,7.7474775314331055,1,0.6184210181236267,9.587053298950195,1,0.16464489698410034
train,env000064,4,2,2,10.412781715393066,5.907715797424316,1,1,True,7.588539123535156,1,0.6269037127494812,10.18944263458252,1,0.04957509785890579
train,env000064,4,2,3,9.957427024841309,6.357833385467529,1,1,True,7.588289260864258,1,0.6581681370735168,8.77276611328125,1,0.32910963892936707
train,env000065,0,3,0,6.498783111572266,1.3635270595550537,0,1,True,2.7896077632904053,1,0.7222961187362671,3.4511282444000244,1,0.5934767127037048
train,env000065,0,3,1,6.774649143218994,1.5466324090957642,0,1,True,3.9050590991973877,1,0.5488868951797485,4.257734775543213,1,0.4814281165599823
train,env000065,0,3,2,5.026790618896484,1.2019925117492676,1,1,True,3.793184518814087,1,0.3225284218788147,3.9478540420532227,1,0.28208979964256287
train,env000065,0,3,3,5.396038055419922,1.1223738193511963,1,1,True,3.1622533798217773,1,0.5226860046386719,3.3344039916992188,1,0.48240429162979126
train,env000082,2,4,0,8.56099796295166,3.5534720420837402,-1,-1,True,3.7892282009124756,-1,0.952919602394104,4.295045852661133,-1,0.8519081473350525
train,env000082,2,4,1,6.24179220199585,3.443647623062134,-1,-1,True,3.8315269947052,-1,0.8613798022270203,4.285981178283691,-1,0.6989670991897583
train,env000082,2,4,2,9.466033935546875,4.6197710037231445,1,0,True,3.8681745529174805,-1,1.1550878286361694,4.718240261077881,-1,0.9796814322471619
train,env000082,2,4,3,8.209795951843262,3.5547540187835693,-1,-1,True,3.798387050628662,-1,0.9476625919342041,4.284010410308838,-1,0.8433405756950378
train,env000013,2,5,0,1.7953883409500122,0.33184829354286194,1,1,True,0.5185312628746033,1,0.8724442720413208,0.974997341632843,1,0.5605524778366089
train,env000013,2,5,1,1.9126046895980835,0.3322397470474243,1,1,True,0.37616419792175293,1,0.9722061157226562,1.1270166635513306,1,0.4970927834510803
train,env000013,2,5,2,1.761494517326355,0.33474841713905334,1,1,True,0.29949435591697693,1,1.0247093439102173,1.2831295728683472,1,0.3352838456630707
train,env000013,2,5,3,2.3163986206054688,0.3852991461753845,0,0,True,0.5103787779808044,1,0.9352288246154785,1.1746647357940674,0,0.5912351608276367
train,env000028,4,6,0,3.590587615966797,0.5452867150306702,1,1,True,0.7489656209945679,-1,0.9331169128417969,1.6791490316390991,1,0.6276682019233704
train,env000028,4,6,1,3.774963617324829,0.5456264615058899,1,1,True,0.2447669804096222,-1,1.0931644439697266,1.6375035047531128,1,0.6618881821632385
train,env000028,4,6,2,3.2952892780303955,0.5648416876792908,1,1,True,0.18677356839179993,-1,1.1384638547897339,1.0304198265075684,1,0.8294865489006042
train,env000028,4,6,3,3.666208505630493,0.532381534576416,1,1,True,0.24062328040599823,-1,1.0930997133255005,1.4005483388900757,1,0.7229691743850708
train,env000076,2,7,0,7.917211055755615,1.072095274925232,1,1,True,0.7056828141212463,1,1.0535290241241455,1.1626300811767578,1,0.9867738485336304
train,env000076,2,7,1,9.806448936462402,0.9061006903648376,1,1,True,0.9263429641723633,1,0.9977256059646606,1.606032371520996,1,0.9213590025901794
train,env000076,2,7,2,9.194032669067383,0.9792927503585815,1,1,True,0.8031625151634216,1,1.0214407444000244,1.2789123058319092,1,0.9635266065597534
train,env000076,2,7,3,11.964109420776367,3.640665292739868,1,1,True,0.8959192633628845,1,1.3297609090805054,2.5370326042175293,1,1.1325931549072266
train,env000079,0,8,0,6.522790908813477,1.301277995109558,1,1,True,0.26272276043891907,1,1.198899269104004,4.2471418380737305,1,0.4358218014240265
train,env000079,0,8,1,7.623318195343018,2.363466262817383,-1,-1,True,0.2691020667552948,1,1.398179292678833,6.756605625152588,0,0.16477888822555542
train,env000079,0,8,2,6.770753383636475,1.6172696352005005,1,1,True,0.2534855306148529,1,1.2646334171295166,3.9469754695892334,1,0.5479357242584229
train,env000079,0,8,3,5.2886738777160645,1.0068223476409912,1,1,True,0.24004030227661133,1,1.1790771484375,2.433892011642456,1,0.6667166352272034
train,env000071,0,9,0,9.04440689086914,3.332974433898926,-1,-1,True,3.957486867904663,1,0.8906556963920593,8.296396255493164,-1,0.13096725940704346
train,env000071,0,9,1,8.883284568786621,4.066498756408691,-1,0,True,3.534172773361206,1,1.110514760017395,5.682350158691406,-1,0.6645374298095703
train,env000071,0,9,2,8.908249855041504,3.730271339416504,-1,-1,True,3.8525164127349854,1,0.9763913750648499,6.165377140045166,-1,0.529718816280365
train,env000071,0,9,3,10.002100944519043,4.331645488739014,-1,-1,True,3.7374775409698486,1,1.1047831773757935,6.363142490386963,-1,0.641740083694458
heldout,env000017,2,10,0,4.070417404174805,0.5812411904335022,-1,-1,True,3.7816460132598877,-1,0.08276205509901047,3.760279417037964,-1,0.08888573199510574
heldout,env000017,2,10,1,3.6958346366882324,0.549871027469635,-1,-1,True,2.7992827892303467,-1,0.2849847972393036,3.126899242401123,-1,0.18084613978862762
heldout,env000017,2,10,2,3.8539912700653076,0.7084817886352539,-1,-1,True,2.820632219314575,-1,0.328518807888031,3.265684127807617,-1,0.18703079223632812
heldout,env000017,2,10,3,3.9913370609283447,0.6394962668418884,-1,-1,True,2.967193126678467,-1,0.30554673075675964,3.2307305335998535,-1,0.22692203521728516
heldout,env000077,4,11,0,1.474953055381775,0.17828230559825897,-1,-1,True,1.4048070907592773,0,0.054096974432468414,0.9641833901405334,-1,0.3939085006713867
heldout,env000077,4,11,1,1.426378846168518,0.16083604097366333,-1,-1,True,1.696500539779663,1,-0.2134433537721634,2.040320634841919,-1,-0.48512133955955505
heldout,env000077,4,11,2,1.5497924089431763,0.20736093819141388,-1,-1,True,1.733256459236145,1,-0.1366654932498932,1.6864211559295654,-1,-0.1017770767211914
heldout,env000077,4,11,3,0.9512587189674377,0.2560216784477234,-1,-1,True,1.528756022453308,-1,-0.8306480646133423,1.209499716758728,-1,-0.37144309282302856
heldout,env000090,2,12,0,4.808902740478516,2.465777635574341,-1,-1,True,5.344583988189697,-1,-0.2286182940006256,6.117542266845703,-1,-0.5585017800331116
heldout,env000090,2,12,1,5.925668239593506,2.1969311237335205,-1,-1,True,5.592100143432617,1,0.08945873379707336,6.183608531951904,-1,-0.0691763162612915
heldout,env000090,2,12,2,5.3090739250183105,2.174522638320923,-1,-1,True,4.591458320617676,-1,0.2289372682571411,3.9810025691986084,-1,0.4236878752708435
heldout,env000090,2,12,3,5.104772567749023,2.2058701515197754,-1,-1,True,4.670278549194336,-1,0.1498822569847107,5.423557281494141,-1,-0.10996738076210022
heldout,env000088,1,13,0,4.8013596534729,1.2378116846084595,-1,-1,True,4.982444763183594,-1,-0.05081595852971077,4.7411394119262695,-1,0.016898956149816513
heldout,env000088,1,13,1,9.255301475524902,1.1364332437515259,1,1,True,4.405585765838623,1,0.5973389148712158,6.304516792297363,1,0.36344781517982483
heldout,env000088,1,13,2,6.863266468048096,1.0839651823043823,1,1,True,4.166540622711182,1,0.46661797165870667,7.856409549713135,1,-0.17184484004974365
heldout,env000088,1,13,3,4.648861885070801,1.7226459980010986,-1,-1,True,5.452084541320801,1,-0.27449193596839905,9.290764808654785,1,-1.5863159894943237
