sample_index,environment,path_num,method,lr,step,obstacle,curvature,curvature_max,out_of_bound,endpoint,weighted_obstacle,weighted_curvature,weighted_out_of_bound,weighted_endpoint,feasible,smoothness,jerk,quality,total,cost,dangerous_ratio,unsafe_margin_ratio,min_esdf,path_length,curvature_violation_ratio,control_oob_ratio,control_oob_max
9,env000096,17,P,0.003,200,4.804652690887451,0.879569411277771,2.8161206245422363,0.0,0.005186750553548336,4.804652690887451,0.21989235281944275,0.0,0.005186750553548336,5.029731750488281,0.004638229962438345,0.0017173049272969365,0.0017173049272969365,5.029731750488281,5.029731750488281,0.36000001430511475,0.41999998688697815,-0.7737067937850952,14.345329284667969,0.37755101919174194,0.0,0.0
10,env000064,13,P,0.003,200,4.246748447418213,1.1274806261062622,5.680522918701172,0.0,0.003939216490834951,4.246748447418213,0.28187015652656555,0.0,0.003939216490834951,4.532557964324951,0.005018098745495081,0.004487214144319296,0.004487214144319296,4.532558441162109,4.532558441162109,0.2800000011920929,0.3400000035762787,-0.6445754766464233,18.8499755859375,0.040816325694322586,0.0,0.0
11,env000065,9,P,0.003,200,2.8051910400390625,0.017219042405486107,1.4362666606903076,0.0,0.0018657799810171127,2.8051910400390625,0.004304760601371527,0.0,0.0018657799810171127,2.81136155128479,0.0009581004269421101,0.0003221421502530575,0.0003221421502530575,2.81136155128479,2.81136155128479,0.10999999940395355,0.15000000596046448,-0.9057125449180603,10.51762580871582,0.09183673560619354,0.0,0.0
12,env000065,15,P,0.003,200,5.054398059844971,0.07917966693639755,1.954257607460022,0.0,0.20751953125,5.054398059844971,0.019794916734099388,0.0,0.20751953125,5.281712532043457,0.001041674055159092,0.0002852717589121312,0.0002852717589121312,5.281712532043457,5.281712532043457,0.20000000298023224,0.25,-1.2931280136108398,17.156085968017578,0.010204081423580647,0.0,0.0
13,env000040,9,P,0.003,200,3.230187177658081,0.0,1.3996587991714478,0.0,0.0029192606452852488,3.230187177658081,0.0,0.0,0.0029192606452852488,3.2331063747406006,0.0016495194286108017,0.0006296438514254987,0.0006296438514254987,3.2331063747406006,3.2331063747406006,0.07999999821186066,0.10000000149011612,-1.3287824392318726,15.119305610656738,0.0,0.0,0.0
14,env000070,19,P,0.003,200,4.058070659637451,0.020006179809570312,1.5253405570983887,0.0,0.0013513339217752218,4.058070659637451,0.005001544952392578,0.0,0.0013513339217752218,4.064423561096191,0.0033200341276824474,0.0015132923144847155,0.0015132923144847155,4.064423561096191,4.064423561096191,0.15000000596046448,0.17000000178813934,-0.8314488530158997,20.2498779296875,0.020408162847161293,0.0,0.0
15,env000071,13,P,0.003,200,3.3161699771881104,0.5842114686965942,2.359165906906128,0.0,0.0002612167736515403,3.3161699771881104,0.14605286717414856,0.0,0.0002612167736515403,3.462484121322632,0.002844697330147028,0.0014973925426602364,0.0014973925426602364,3.462484359741211,3.462484359741211,0.09000000357627869,0.10000000149011612,-1.4027220010757446,19.34425926208496,0.11224489659070969,0.0,0.0
16,env000065,10,P,0.003,200,3.3710391521453857,0.10104866325855255,1.6511143445968628,0.0,0.1977936178445816,3.3710391521453857,0.025262165814638138,0.0,0.1977936178445816,3.59409499168396,0.0022916181478649378,0.0009990837424993515,0.0009990837424993515,3.59409499168396,3.59409499168396,0.09000000357627869,0.10999999940395355,-1.364737629890442,20.151945114135742,0.0714285746216774,0.0,0.0
17,env000075,7,P,0.003,200,4.363982677459717,0.009647702798247337,1.467533826828003,0.0,0.0009731880854815245,4.363982677459717,0.0024119256995618343,0.0,0.0009731880854815245,4.367367744445801,0.001371836755424738,0.0006580482004210353,0.0006580482004210353,4.367367744445801,4.367367744445801,0.2199999988079071,0.23999999463558197,-0.808830976486206,18.426931381225586,0.010204081423580647,0.0,0.0
18,env000040,2,P,0.003,200,3.656759738922119,0.0,1.1989773511886597,0.0,0.0008178012794815004,3.656759738922119,0.0,0.0,0.0008178012794815004,3.6575775146484375,0.001465704059228301,0.0004888654220849276,0.0004888654220849276,3.6575775146484375,3.6575775146484375,0.10999999940395355,0.14000000059604645,-0.9632489681243896,20.107006072998047,0.0,0.0,0.0
19,env000075,3,P,0.003,200,3.669666290283203,0.319802463054657,1.959051251411438,0.0,0.003919105511158705,3.669666290283203,0.07995061576366425,0.0,0.003919105511158705,3.7535359859466553,0.001771295559592545,0.0007381345494650304,0.0007381345494650304,3.7535359859466553,3.7535359859466553,0.33000001311302185,0.3799999952316284,-0.655319333076477,18.115764617919922,0.08163265138864517,0.0,0.0
20,env000053,7,P,0.003,200,3.93231201171875,0.3038410544395447,2.329869270324707,0.0,0.007143296301364899,3.93231201171875,0.07596026360988617,0.0,0.007143296301364899,4.015415668487549,0.0019354369724169374,0.00089197390479967,0.00089197390479967,4.015415668487549,4.015415668487549,0.18000000715255737,0.20000000298023224,-0.8038687705993652,15.561433792114258,0.0714285746216774,0.0,0.0
21,env000073,19,P,0.003,200,3.5964455604553223,0.12973186373710632,1.769533395767212,0.0,0.0007880140910856426,3.5964455604553223,0.03243296593427658,0.0,0.0007880140910856426,3.629666566848755,0.0028987620025873184,0.001059511792846024,0.001059511792846024,3.629666566848755,3.629666566848755,0.33000001311302185,0.41999998688697815,-0.8013668060302734,16.153118133544922,0.0714285746216774,0.0,0.0
22,env000079,2,P,0.003,200,2.480727434158325,0.045029617846012115,1.5613337755203247,0.0,0.010300821624696255,2.480727434158325,0.011257404461503029,0.0,0.010300821624696255,2.5022857189178467,0.0025634777266532183,0.0011675892164930701,0.0011675892164930701,2.5022857189178467,2.5022857189178467,0.07999999821186066,0.10999999940395355,-1.0350192785263062,20.176876068115234,0.020408162847161293,0.0,0.0
23,env000070,11,P,0.003,200,2.1451194286346436,0.0,1.3987759351730347,0.0,0.001024072989821434,2.1451194286346436,0.0,0.0,0.001024072989821434,2.1461434364318848,0.0027259113267064095,0.001173190656118095,0.001173190656118095,2.1461434364318848,2.1461434364318848,0.07999999821186066,0.07999999821186066,-0.9587822556495667,19.40142250061035,0.0,0.0,0.0
24,env000028,13,P,0.003,200,2.3597793579101562,0.017816711217164993,1.4780701398849487,0.0,0.005084772128611803,2.3597793579101562,0.004454177804291248,0.0,0.005084772128611803,2.3693182468414307,0.002448122948408127,0.0009636699105612934,0.0009636699105612934,2.3693182468414307,2.3693182468414307,0.09000000357627869,0.10999999940395355,-0.8053832650184631,16.876605987548828,0.020408162847161293,0.0,0.0
25,env000079,12,P,0.003,200,3.137303590774536,0.0,1.3867541551589966,0.0,0.002833617851138115,3.137303590774536,0.0,0.0,0.002833617851138115,3.140137195587158,0.001376067753881216,0.0005241695325821638,0.0005241695325821638,3.140137195587158,3.140137195587158,0.14000000059604645,0.20000000298023224,-0.6327158808708191,12.045812606811523,0.0,0.0,0.0
26,env000028,14,P,0.003,200,3.276242971420288,0.01986253261566162,1.507580280303955,0.0,0.0012958386214450002,3.276242971420288,0.004965633153915405,0.0,0.0012958386214450002,3.2825043201446533,0.0008416253258474171,0.00031114547164179385,0.00031114547164179385,3.2825043201446533,3.2825043201446533,0.09000000357627869,0.09000000357627869,-0.8929872512817383,13.243096351623535,0.040816325694322586,0.0,0.0
27,env000028,1,P,0.003,200,3.1013498306274414,0.5876981019973755,3.203537940979004,0.0,0.009770072996616364,3.1013498306274414,0.14692452549934387,0.0,0.009770072996616364,3.258044481277466,0.0016278831753879786,0.0005533020594157279,0.0005533020594157279,3.258044481277466,3.258044481277466,0.10999999940395355,0.10999999940395355,-1.092598557472229,17.013452529907227,0.051020409911870956,0.0,0.0
28,env000013,19,P,0.003,200,1.5972164869308472,0.5689923167228699,3.119222402572632,0.0,0.011577892117202282,1.5972164869308472,0.14224807918071747,0.0,0.011577892117202282,1.751042366027832,0.0031273735221475363,0.0011193751124665141,0.0011193751124665141,1.7510424852371216,1.7510424852371216,0.07999999821186066,0.14000000059604645,-0.4091097414493561,14.87735366821289,0.1734693944454193,0.0,0.0
29,env000071,18,P,0.003,200,1.8874804973602295,0.5361326932907104,3.0373473167419434,0.0,0.0038397046737372875,1.8874804973602295,0.1340331733226776,0.0,0.0038397046737372875,2.02535343170166,0.0026675781700760126,0.001342246076092124,0.001342246076092124,2.0253536701202393,2.0253536701202393,0.07000000029802322,0.07000000029802322,-0.7844024896621704,21.02197265625,0.10204081982374191,0.0,0.0
30,env000098,1,P,0.003,200,2.6680104732513428,0.2977750897407532,1.9650434255599976,0.0,0.0007860029581934214,2.6680104732513428,0.0744437724351883,0.0,0.0007860029581934214,2.7432403564453125,0.0030360431410372257,0.0015587667003273964,0.0015587667003273964,2.7432405948638916,2.7432405948638916,0.10000000149011612,0.10000000149011612,-0.8981984853744507,19.70284652709961,0.13265305757522583,0.0,0.0
31,env000098,16,P,0.003,200,1.8024846315383911,0.2790173888206482,1.9408752918243408,0.0,0.002320480765774846,1.8024846315383911,0.06975434720516205,0.0,0.002320480765774846,1.8745595216751099,0.00212170765735209,0.0007972756284289062,0.0007972756284289062,1.8745596408843994,1.8745596408843994,0.07999999821186066,0.18000000715255737,-0.4459840655326843,12.825227737426758,0.10204081982374191,0.0,0.0
32,env000096,12,P,0.003,200,2.1080758571624756,0.0,1.3868422508239746,0.0,0.0015245536342263222,2.1080758571624756,0.0,0.0,0.0015245536342263222,2.109600305557251,0.0026641376316547394,0.0011384440585970879,0.0011384440585970879,2.109600305557251,2.109600305557251,0.05999999865889549,0.05999999865889549,-1.1329914331436157,18.901443481445312,0.0,0.0,0.0
33,env000079,8,P,0.003,200,3.478005886077881,0.08874459564685822,1.6386505365371704,0.0,0.004577137529850006,3.478005886077881,0.022186148911714554,0.0,0.004577137529850006,3.5047690868377686,0.002065439010038972,0.0007621428812853992,0.0007621428812853992,3.5047690868377686,3.5047690868377686,0.10000000149011612,0.10000000149011612,-0.8211538195610046,16.464561462402344,0.051020409911870956,0.0,0.0
34,env000099,0,P,0.003,200,2.725126028060913,0.01941978931427002,1.5065714120864868,0.0,0.0017491542967036366,2.725126028060913,0.004854947328567505,0.0,0.0017491542967036366,2.7317299842834473,0.0022443325724452734,0.0009743953705765307,0.0009743953705765307,2.7317299842834473,2.7317299842834473,0.10000000149011612,0.10999999940395355,-0.9855225086212158,16.9416561126709,0.030612245202064514,0.0,0.0
35,env000082,19,P,0.003,200,1.9519133567810059,1.6579349040985107,4.329590320587158,0.0,0.004874933511018753,1.9519133567810059,0.4144837260246277,0.0,0.004874933511018753,2.371272087097168,0.004515684209764004,0.0025102526415139437,0.0025102526415139437,2.371272325515747,2.371272325515747,0.05999999865889549,0.07999999821186066,-0.8411704301834106,11.719441413879395,0.3265306055545807,0.0,0.0
36,env000099,14,P,0.003,200,1.617626428604126,2.119749069213867,5.5749030113220215,0.0,0.0034830928780138493,1.617626428604126,0.5299372673034668,0.0,0.0034830928780138493,2.1510467529296875,0.002757478039711714,0.001215491909533739,0.001215491909533739,2.1510469913482666,2.1510469913482666,0.09000000357627869,0.11999999731779099,-0.5232593417167664,17.622934341430664,0.13265305757522583,0.0,0.0
37,env000062,8,P,0.003,200,2.383107900619507,0.8026039004325867,3.975490093231201,0.0,0.002907554619014263,2.383107900619507,0.20065097510814667,0.0,0.002907554619014263,2.5866663455963135,0.004304856061935425,0.0031999091152101755,0.0031999091152101755,2.5866665840148926,2.5866665840148926,0.07000000029802322,0.07999999821186066,-0.8348898887634277,21.28862953186035,0.12244898080825806,0.0,0.0
38,env000098,5,P,0.003,200,2.237232208251953,0.01706543006002903,1.5194287300109863,0.0,0.0032421769574284554,2.237232208251953,0.0042663575150072575,0.0,0.0032421769574284554,2.2447407245635986,0.001828166889026761,0.00057746353559196,0.00057746353559196,2.2447407245635986,2.2447407245635986,0.07000000029802322,0.07000000029802322,-1.034057855606079,19.077890396118164,0.020408162847161293,0.0,0.0
39,env000073,13,P,0.003,200,2.3256731033325195,1.3610121011734009,3.9278056621551514,0.0,0.004022260196506977,2.3256731033325195,0.3402530252933502,0.0,0.004022260196506977,2.6699485778808594,0.002496644388884306,0.0009018912678584456,0.0009018912678584456,2.6699485778808594,2.6699485778808594,0.11999999731779099,0.25,-0.5606942176818848,13.70457935333252,0.16326530277729034,0.0,0.0
40,env000082,13,P,0.003,200,0.8282487988471985,0.0,1.3256696462631226,0.0,0.004981889855116606,0.8282487988471985,0.0,0.0,0.004981889855116606,0.8332306742668152,0.0006938251317478716,0.0002446729631628841,0.0002446729631628841,0.8332306742668152,0.8332306742668152,0.03999999910593033,0.05000000074505806,-0.35685592889785767,14.407098770141602,0.0,0.0,0.0
41,env000062,16,P,0.003,200,2.2858407497406006,0.19873516261577606,1.8372524976730347,0.0,0.0009609696571715176,2.2858407497406006,0.049683790653944016,0.0,0.0009609696571715176,2.3364856243133545,0.0027975153643637896,0.0012837209505960345,0.0012837209505960345,2.3364858627319336,2.3364858627319336,0.09000000357627869,0.09000000357627869,-0.7065662145614624,19.638225555419922,0.13265305757522583,0.0,0.0
42,env000062,11,P,0.003,200,1.8418577909469604,0.000856375670991838,1.4059945344924927,0.0,0.2537834644317627,1.8418577909469604,0.0002140939177479595,0.0,0.2537834644317627,2.095855236053467,0.001694873790256679,0.0005762915243394673,0.0005762915243394673,2.095855236053467,2.095855236053467,0.07000000029802322,0.07000000029802322,-0.7970615029335022,17.303815841674805,0.010204081423580647,0.0,0.0
43,env000076,19,P,0.003,200,2.2540316581726074,0.5493605136871338,4.113003253936768,0.0,6.636667239945382e-05,2.2540316581726074,0.13734012842178345,0.0,6.636667239945382e-05,2.3914380073547363,0.0061937253922224045,0.004686013795435429,0.004686013795435429,2.3914384841918945,2.3914384841918945,0.07000000029802322,0.10999999940395355,-0.7647274732589722,21.367006301879883,0.040816325694322586,0.0,0.0
44,env000093,16,P,0.003,200,1.1879363059997559,0.0,1.392764925956726,0.0,0.0007990182493813336,1.1879363059997559,0.0,0.0,0.0007990182493813336,1.1887353658676147,0.0011066714068874717,0.0005379509530030191,0.0005379509530030191,1.1887353658676147,1.1887353658676147,0.03999999910593033,0.05000000074505806,-0.6116761565208435,18.365633010864258,0.0,0.0,0.0
45,env000065,12,P,0.003,200,1.8038084506988525,0.6979367136955261,4.3475141525268555,0.0,0.004694806411862373,1.8038084506988525,0.17448417842388153,0.0,0.004694806411862373,1.982987403869629,0.00419337535277009,0.0018629273399710655,0.0018629273399710655,1.982987642288208,1.982987642288208,0.07999999821186066,0.07999999821186066,-0.7355599403381348,22.094982147216797,0.1428571492433548,0.0,0.0
46,env000070,14,P,0.003,200,1.3009930849075317,0.00219290261156857,1.415350317955017,0.0,0.06896767020225525,1.3009930849075317,0.0005482256528921425,0.0,0.06896767020225525,1.3705090284347534,0.000766260433010757,0.00021659041522070765,0.00021659041522070765,1.3705090284347534,1.3705090284347534,0.07000000029802322,0.07999999821186066,-0.43304896354675293,14.6697416305542,0.010204081423580647,0.0,0.0
47,env000015,19,P,0.003,200,1.5385956764221191,0.0,1.3881176710128784,0.0,0.0008719495381228626,1.5385956764221191,0.0,0.0,0.0008719495381228626,1.5394675731658936,0.002225378295406699,0.0008145541651174426,0.0008145541651174426,1.539467692375183,1.539467692375183,0.05999999865889549,0.07999999821186066,-0.5826153755187988,19.83099937438965,0.0,0.0,0.0
48,env000064,8,P,0.003,200,1.499509334564209,0.0,1.3669196367263794,0.0,0.004524184390902519,1.499509334564209,0.0,0.0,0.004524184390902519,1.5040335655212402,0.0007797469152137637,0.0002616993151605129,0.0002616993151605129,1.5040335655212402,1.5040335655212402,0.05000000074505806,0.05000000074505806,-0.8000220060348511,14.424947738647461,0.0,0.0,0.0
49,env000070,12,P,0.003,200,2.131129264831543,0.0,1.3736655712127686,0.0,0.0034408974461257458,2.131129264831543,0.0,0.0,0.0034408974461257458,2.1345701217651367,0.0008483553538098931,0.0002734902373049408,0.0002734902373049408,2.1345701217651367,2.1345701217651367,0.07999999821186066,0.09000000357627869,-0.7547210454940796,14.299177169799805,0.0,0.0,0.0
0,env000028,18,P,0.003,300,4.761014938354492,0.24427087604999542,1.9350329637527466,0.0,0.030943259596824646,4.761014938354492,0.061067719012498856,0.0,0.030943259596824646,4.853025913238525,0.0021872040815651417,0.0008859287481755018,0.0008859287481755018,4.853025913238525,4.853025913238525,0.27000001072883606,0.33000001311302185,-1.555902123451233,13.663468360900879,0.16326530277729034,0.0,0.0
1,env000053,3,P,0.003,300,4.944551944732666,1.1795276403427124,4.895850658416748,0.0,0.11072952300310135,4.944551944732666,0.2948819100856781,0.0,0.11072952300310135,5.350163459777832,0.0051274653524160385,0.002677906071767211,0.002677906071767211,5.35016393661499,5.35016393661499,0.1599999964237213,0.18000000715255737,-1.407750129699707,21.2514705657959,0.040816325694322586,0.0,0.0
2,env000071,1,P,0.003,300,2.7022769451141357,0.05902507156133652,1.7203328609466553,0.0,0.0007660436676815152,2.7022769451141357,0.01475626789033413,0.0,0.0007660436676815152,2.717799186706543,0.0034454744309186935,0.0016532386653125286,0.0016532386653125286,2.717799425125122,2.717799425125122,0.07000000029802322,0.07999999821186066,-1.377012014389038,20.087596893310547,0.040816325694322586,0.0,0.0
3,env000098,15,P,0.003,300,2.5910446643829346,0.5993365049362183,2.2814536094665527,0.0,0.002691492671146989,2.5910446643829346,0.14983412623405457,0.0,0.002691492671146989,2.743570327758789,0.0058317603543400764,0.002803786424919963,0.002803786424919963,2.743570566177368,2.743570566177368,0.07999999821186066,0.15000000596046448,-1.1234843730926514,19.541988372802734,0.15306122601032257,0.0,0.0
4,env000079,19,P,0.003,300,6.836984157562256,0.07078542560338974,1.6007345914840698,0.0,0.02821228839457035,6.836984157562256,0.017696356400847435,0.0,0.02821228839457035,6.882892608642578,0.0020832207519561052,0.0005568352644331753,0.0005568352644331753,6.882892608642578,6.882892608642578,0.18000000715255737,0.18000000715255737,-1.3445152044296265,18.469249725341797,0.08163265138864517,0.0,0.0
5,env000064,16,P,0.003,300,3.042041063308716,1.403333306312561,7.089470863342285,0.0,0.0009483338217251003,3.042041063308716,0.35083332657814026,0.0,0.0009483338217251003,3.3938229084014893,0.012066483497619629,0.012633697129786015,0.012633697129786015,3.3938241004943848,3.3938241004943848,0.07999999821186066,0.10999999940395355,-1.2619963884353638,21.62843894958496,0.1428571492433548,0.0,0.0
6,env000073,2,P,0.003,300,4.33686637878418,0.014666533097624779,1.5026657581329346,0.0,0.007270356640219688,4.33686637878418,0.0036666332744061947,0.0,0.007270356640219688,4.347803115844727,0.002369664376601577,0.0011396119371056557,0.0011396119371056557,4.347803115844727,4.347803115844727,0.2800000011920929,0.3700000047683716,-1.1686903238296509,15.014256477355957,0.010204081423580647,0.0,0.0
7,env000098,8,P,0.003,300,3.722358465194702,1.0537668466567993,3.029144048690796,0.0,0.10942628979682922,3.722358465194702,0.26344171166419983,0.0,0.10942628979682922,4.095226764678955,0.005373924504965544,0.002602754393592477,0.002602754393592477,4.095227241516113,4.095227241516113,0.47999998927116394,0.5400000214576721,-0.7162425518035889,12.560253143310547,0.2142857164144516,0.0,0.0
8,env000075,2,P,0.003,300,4.905671119689941,0.34543749690055847,2.7790939807891846,0.0,0.15644419193267822,4.905671119689941,0.08635937422513962,0.0,0.15644419193267822,5.14847469329834,0.0009181913919746876,0.0003370640042703599,0.0003370640042703599,5.14847469329834,5.14847469329834,0.1899999976158142,0.20000000298023224,-0.9103594422340393,13.224810600280762,0.040816325694322586,0.0,0.0
9,env000096,17,P,0.003,300,3.981219530105591,0.8515049815177917,2.8495888710021973,0.0,0.0014602943556383252,3.981219530105591,0.21287624537944794,0.0,0.0014602943556383252,4.195555686950684,0.005457427818328142,0.002075742930173874,0.002075742930173874,4.195555686950684,4.195555686950684,0.3400000035762787,0.4000000059604645,-0.7699697613716125,15.169848442077637,0.36734694242477417,0.0,0.0
10,env000064,13,P,0.003,300,3.8420181274414062,1.2793289422988892,7.118287563323975,0.0,0.0022786790505051613,3.8420181274414062,0.3198322355747223,0.0,0.0022786790505051613,4.164129257202148,0.008260317146778107,0.009592436254024506,0.009592436254024506,4.164130210876465,4.164130210876465,0.20999999344348907,0.25,-0.6092893481254578,19.239280700683594,0.040816325694322586,0.0,0.0
11,env000065,9,P,0.003,300,1.7993600368499756,0.07621030509471893,1.7880046367645264,0.0,0.0009165354422293603,1.7993600368499756,0.019052576273679733,0.0,0.0009165354422293603,1.8193291425704956,0.0018340825336053967,0.000901397957932204,0.000901397957932204,1.8193292617797852,1.8193292617797852,0.05999999865889549,0.09000000357627869,-0.774700403213501,11.22407054901123,0.030612245202064514,0.0,0.0
12,env000065,15,P,0.003,300,4.877802848815918,0.40174978971481323,3.3569176197052,0.0,0.1973278820514679,4.877802848815918,0.10043744742870331,0.0,0.1973278820514679,5.175568580627441,0.0010744499741122127,0.00028663253760896623,0.00028663253760896623,5.175568580627441,5.175568580627441,0.20000000298023224,0.2199999988079071,-1.2909760475158691,17.1868896484375,0.020408162847161293,0.0,0.0
13,env000040,9,P,0.003,300,2.3739702701568604,0.0005418300861492753,1.4037928581237793,0.0,0.0034098580945283175,2.3739702701568604,0.00013545752153731883,0.0,0.0034098580945283175,2.3775155544281006,0.002343307249248028,0.0009838981786742806,0.0009838981786742806,2.3775155544281006,2.3775155544281006,0.05999999865889549,0.05999999865889549,-1.2899256944656372,15.199366569519043,0.010204081423580647,0.0,0.0
14,env000070,19,P,0.003,300,3.085016965866089,0.005995297338813543,1.4260926246643066,0.0,0.0020546535961329937,3.085016965866089,0.0014988243347033858,0.0,0.0020546535961329937,3.0885705947875977,0.004174206405878067,0.001925193122588098,0.001925193122588098,3.0885708332061768,3.0885708332061768,0.12999999523162842,0.14000000059604645,-0.8002140522003174,20.55541229248047,0.030612245202064514,0.0,0.0
15,env000071,13,P,0.003,300,2.5795373916625977,0.6381654739379883,2.362403154373169,0.0,0.003228896064683795,2.5795373916625977,0.15954136848449707,0.0,0.003228896064683795,2.742307662963867,0.0028986784163862467,0.0013255627127364278,0.0013255627127364278,2.7423079013824463,2.7423079013824463,0.07000000029802322,0.07000000029802322,-1.3800817728042603,19.302722930908203,0.11224489659070969,0.0,0.0
16,env000065,10,P,0.003,300,2.618079423904419,0.1327521800994873,2.1980667114257812,0.0,0.1986485868692398,2.618079423904419,0.033188045024871826,0.0,0.1986485868692398,2.8499162197113037,0.002944665029644966,0.0011192073579877615,0.0011192073579877615,2.8499162197113037,2.8499162197113037,0.05999999865889549,0.09000000357627869,-1.2866030931472778,20.54203987121582,0.040816325694322586,0.0,0.0
17,env000075,7,P,0.003,300,3.54591965675354,0.03553290292620659,1.5254220962524414,0.0,0.0016519950004294515,3.54591965675354,0.008883225731551647,0.0,0.0016519950004294515,3.55645489692688,0.0022885126527398825,0.000811611651442945,0.000811611651442945,3.55645489692688,3.55645489692688,0.1599999964237213,0.1899999976158142,-0.8003435730934143,18.878509521484375,0.020408162847161293,0.0,0.0
18,env000040,2,P,0.003,300,2.8527886867523193,0.0029424906242638826,1.4205974340438843,0.0,0.005563606508076191,2.8527886867523193,0.0007356226560659707,0.0,0.005563606508076191,2.8590877056121826,0.002259036060422659,0.0008370309369638562,0.0008370309369638562,2.8590877056121826,2.8590877056121826,0.09000000357627869,0.10000000149011612,-0.9911405444145203,20.257808685302734,0.010204081423580647,0.0,0.0
19,env000075,3,P,0.003,300,1.86545991897583,0.5915787816047668,2.4155943393707275,0.0,0.0015082195168361068,1.86545991897583,0.1478946954011917,0.0,0.0015082195168361068,2.0148627758026123,0.002512355102226138,0.001130127115175128,0.001130127115175128,2.0148627758026123,2.0148627758026123,0.05999999865889549,0.07999999821186066,-0.7073943614959717,17.926050186157227,0.13265305757522583,0.0,0.0
20,env000053,7,P,0.003,300,3.084362745285034,0.5101454257965088,2.7550392150878906,0.0,0.0046834987588226795,3.084362745285034,0.1275363564491272,0.0,0.0046834987588226795,3.2165825366973877,0.0028335240203887224,0.001727677066810429,0.001727677066810429,3.216582775115967,3.216582775115967,0.10999999940395355,0.14000000059604645,-0.7786922454833984,15.673041343688965,0.051020409911870956,0.0,0.0
21,env000073,19,P,0.003,300,2.8721911907196045,0.18011018633842468,2.0707056522369385,0.0,0.0029205414466559887,2.8721911907196045,0.04502754658460617,0.0,0.0029205414466559887,2.9201393127441406,0.004024073947221041,0.0015563422348350286,0.0015563422348350286,2.9201395511627197,2.9201395511627197,0.18000000715255737,0.27000001072883606,-0.7039221525192261,17.081966400146484,0.08163265138864517,0.0,0.0
22,env000079,2,P,0.003,300,1.8823820352554321,0.030827093869447708,1.5543856620788574,0.0,0.0014559377450495958,1.8823820352554321,0.007706773467361927,0.0,0.0014559377450495958,1.8915446996688843,0.003960452973842621,0.0018386865267530084,0.0018386865267530084,1.8915449380874634,1.8915449380874634,0.05000000074505806,0.07999999821186066,-1.0277339220046997,20.62431526184082,0.020408162847161293,0.0,0.0
23,env000070,11,P,0.003,300,1.2440623044967651,0.0008414983749389648,1.4058904647827148,0.0,0.0012140281032770872,1.2440623044967651,0.0002103745937347412,0.0,0.0012140281032770872,1.2454867362976074,0.003314160043373704,0.001448485185392201,0.001448485185392201,1.245486855506897,1.245486855506897,0.03999999910593033,0.05000000074505806,-0.7532744407653809,19.78114891052246,0.010204081423580647,0.0,0.0
24,env000028,13,P,0.003,300,1.8029725551605225,0.0012172699207440019,1.4085209369659424,0.0,0.0010491929715499282,1.8029725551605225,0.00030431748018600047,0.0,0.0010491929715499282,1.804326057434082,0.0034148620907217264,0.0016764374449849129,0.0016764374449849129,1.8043261766433716,1.8043261766433716,0.07000000029802322,0.07000000029802322,-0.6701116561889648,17.294713973999023,0.010204081423580647,0.0,0.0
25,env000079,12,P,0.003,300,2.142887592315674,0.043387554585933685,1.5451425313949585,0.0,0.010395320132374763,2.142887592315674,0.010846888646483421,0.0,0.010395320132374763,2.1641297340393066,0.0020323344506323338,0.0007179990061558783,0.0007179990061558783,2.1641297340393066,2.1641297340393066,0.07999999821186066,0.12999999523162842,-0.5163440704345703,12.643206596374512,0.040816325694322586,0.0,0.0
26,env000028,14,P,0.003,300,2.598008155822754,0.010649776086211205,1.47454833984375,0.0,0.005052024964243174,2.598008155822754,0.002662444021552801,0.0,0.005052024964243174,2.605722665786743,0.0013379749143496156,0.0007660419796593487,0.0007660419796593487,2.605722665786743,2.605722665786743,0.07999999821186066,0.07999999821186066,-0.8929872512817383,13.53585433959961,0.010204081423580647,0.0,0.0
27,env000028,1,P,0.003,300,2.8082919120788574,0.40185022354125977,2.949503183364868,0.0,0.0072061531245708466,2.8082919120788574,0.10046255588531494,0.0,0.0072061531245708466,2.9159605503082275,0.001887914608232677,0.0005812458693981171,0.0005812458693981171,2.9159605503082275,2.9159605503082275,0.07999999821186066,0.10999999940395355,-1.0604652166366577,17.090194702148438,0.051020409911870956,0.0,0.0
28,env000013,19,P,0.003,300,0.7766479253768921,0.5675356984138489,3.1658403873443604,0.0,0.027645597234368324,0.7766479253768921,0.14188392460346222,0.0,0.027645597234368324,0.9461774230003357,0.003804107429459691,0.0014146700268611312,0.0014146700268611312,0.9461775422096252,0.9461775422096252,0.029999999329447746,0.07999999821186066,-0.2500024735927582,15.457564353942871,0.13265305757522583,0.0,0.0
29,env000071,18,P,0.003,300,1.1933400630950928,0.5157501101493835,3.4465534687042236,0.0,0.00442854268476367,1.1933400630950928,0.1289375275373459,0.0,0.00442854268476367,1.326706051826477,0.0034374799579381943,0.0017980877310037613,0.0017980877310037613,1.3267062902450562,1.3267062902450562,0.03999999910593033,0.05000000074505806,-0.6186909079551697,21.38718032836914,0.10204081982374191,0.0,0.0
30,env000098,1,P,0.003,300,2.3244001865386963,0.19894865155220032,1.7658418416976929,0.0,0.0015606601955369115,2.3244001865386963,0.04973716288805008,0.0,0.0015606601955369115,2.3756980895996094,0.0037804236635565758,0.0017583039589226246,0.0017583039589226246,2.3756983280181885,2.3756983280181885,0.07999999821186066,0.09000000357627869,-0.7770487070083618,20.11675453186035,0.1428571492433548,0.0,0.0
