split,environment,path_num,condition_id,source_id,stage1_safe_cost,teacher_safe_cost,stage1_mode,teacher_mode,teacher_valid,B_cost_only_safe_cost,B_cost_only_mode,B_cost_only_recovery
train,env000056,1,15,0,5.197978496551514,0.08253248780965805,1,1,True,0.03871386498212814,1,1.008565902709961
train,env000056,1,15,1,5.211106300354004,0.06847365200519562,1,1,True,0.07989190518856049,1,0.9977797865867615
train,env000056,1,15,2,5.357687473297119,0.9057915210723877,1,1,True,0.05590420961380005,1,1.1909046173095703
train,env000056,1,15,3,5.360993385314941,0.06465103477239609,1,1,True,0.055956631898880005,1,1.0016415119171143
train,env000030,0,16,0,9.260406494140625,3.052967071533203,1,1,True,3.126131772994995,-1,0.9882133603096008
train,env000030,0,16,1,10.926247596740723,2.7637088298797607,0,1,True,2.89961838722229,-1,0.9833496809005737
train,env000030,0,16,2,7.221677303314209,2.8483121395111084,1,1,True,2.9464914798736572,-1,0.9775505065917969
train,env000030,0,16,3,7.624963283538818,2.6316330432891846,1,1,True,2.947208881378174,-1,0.9368005990982056
train,env000000,2,17,0,7.23826789855957,0.5106528401374817,-1,-1,True,0.6710657477378845,-1,0.9761560559272766
train,env000000,2,17,1,4.789477348327637,0.4731018543243408,-1,-1,True,0.6074783205986023,-1,0.9688681960105896
train,env000000,2,17,2,6.597721099853516,1.7142118215560913,0,1,True,0.8019124865531921,-1,1.1868122816085815
train,env000000,2,17,3,7.871509552001953,0.6768583059310913,-1,-1,True,0.707496166229248,-1,0.995741605758667
train,env000078,1,18,0,4.876522541046143,1.5843439102172852,1,1,True,0.27732110023498535,1,1.3970084190368652
train,env000078,1,18,1,5.141993045806885,1.6977943181991577,1,1,True,0.3735482394695282,1,1.3844860792160034
train,env000078,1,18,2,5.37880802154541,1.5756549835205078,1,1,True,0.5935195088386536,1,1.2582423686981201
train,env000078,1,18,3,5.284359455108643,1.7787768840789795,1,1,True,0.4789733588695526,1,1.3707810640335083
train,env000010,4,19,0,6.066903591156006,2.2152099609375,1,1,True,1.3151549100875854,-1,1.2336777448654175
train,env000010,4,19,1,6.280433654785156,2.4446663856506348,-1,-1,True,1.238512396812439,-1,1.3144491910934448
train,env000010,4,19,2,5.381890773773193,2.307779550552368,1,1,True,1.3351222276687622,-1,1.316402792930603
