split,environment,path_num,condition_id,source_id,stage1_safe_cost,teacher_safe_cost,stage1_mode,teacher_mode,teacher_valid,B_cost_only_safe_cost,B_cost_only_mode,B_cost_only_recovery,D_induced_coupling_safe_cost,D_induced_coupling_mode,D_induced_coupling_recovery
train,env000015,2,0,0,1.9572664499282837,0.3997781574726105,-1,-1,True,1.2368159294128418,-1,0.46257200837135315,1.5241596698760986,-1,0.2780802845954895
train,env000015,2,0,1,1.897085189819336,0.4863707721233368,-1,-1,True,1.2984251976013184,-1,0.4243665337562561,1.5126947164535522,-1,0.2724792957305908
train,env000015,2,0,2,2.1387908458709717,0.4671914875507355,-1,-1,True,0.9971181750297546,-1,0.6829822063446045,1.320059895515442,-1,0.4897889792919159
train,env000015,2,0,3,2.0475878715515137,0.4685637950897217,-1,-1,True,0.920819878578186,-1,0.7135850787162781,1.4197179079055786,-1,0.3976316452026367
train,env000040,1,1,0,6.545735836029053,1.9810343980789185,-1,-1,True,1.5728850364685059,1,1.0894142389297485,4.416611671447754,0,0.46643227338790894
train,env000040,1,1,1,4.739604949951172,1.3583383560180664,1,1,True,1.7405155897140503,1,0.8869721293449402,3.531561851501465,1,0.3572753071784973
train,env000040,1,1,2,4.792386054992676,1.330915093421936,1,1,True,1.6575738191604614,1,0.9056301116943359,3.4735755920410156,1,0.38099709153175354
train,env000040,1,1,3,5.340714454650879,1.9797028303146362,1,1,True,1.8287988901138306,1,1.0448983907699585,4.256861686706543,1,0.32247814536094666
train,env000064,4,2,0,10.773508071899414,5.943984031677246,1,1,True,7.3238844871521,1,0.7142781615257263,9.25599479675293,1,0.31421589851379395
train,env000064,4,2,1,10.2545166015625,6.199504375457764,1,1,True,7.812893390655518,1,0.6021247506141663,9.327235221862793,1,0.22867536544799805
train,env000064,4,2,2,10.41285228729248,5.905424118041992,1,1,True,7.43892765045166,1,0.6597830057144165,9.720708847045898,1,0.15355618298053741
train,env000064,4,2,3,9.95743465423584,6.352059841156006,1,1,True,7.483999729156494,1,0.686040997505188,9.600653648376465,1,0.0989580899477005
heldout,env000017,2,3,0,4.070418357849121,0.581243097782135,-1,-1,True,4.01589298248291,-1,0.01562700979411602,3.802358627319336,-1,0.07682610303163528
heldout,env000017,2,3,1,3.695833921432495,0.5498713850975037,-1,-1,True,3.630741834640503,-1,0.02069067396223545,3.439507007598877,-1,0.0814780592918396
heldout,env000017,2,3,2,3.853989601135254,0.7084793448448181,-1,-1,True,3.907538652420044,-1,-0.01702396385371685,3.6911609172821045,-1,0.051765426993370056
heldout,env000017,2,3,3,3.9913344383239746,0.6394966244697571,-1,-1,True,3.7889459133148193,-1,0.06038136035203934,3.645509719848633,-1,0.10317465662956238
heldout,env000077,4,4,0,1.4749494791030884,0.1759936809539795,-1,-1,True,1.150093674659729,-1,0.25008997321128845,1.2738583087921143,-1,0.1548098623752594
heldout,env000077,4,4,1,1.4263784885406494,0.1608363837003708,-1,-1,True,1.2007745504379272,-1,0.17826662957668304,1.2382267713546753,-1,0.14867281913757324
heldout,env000077,4,4,2,1.549800992012024,0.20736733078956604,-1,-1,True,1.3512492179870605,-1,0.14790433645248413,1.2513688802719116,-1,0.2223067730665207
heldout,env000077,4,4,3,0.9512581825256348,0.25602203607559204,-1,-1,True,1.1493366956710815,-1,-0.2849082350730896,0.8899667859077454,-1,0.08815910667181015
heldout,env000090,2,5,0,4.808901786804199,2.465775966644287,-1,-1,True,4.684865474700928,-1,0.05293625593185425,4.8904500007629395,-1,-0.03480317443609238
heldout,env000090,2,5,1,5.925667762756348,2.1969292163848877,-1,-1,True,5.145941257476807,-1,0.20911267399787903,5.576523303985596,-1,0.09363608062267303
heldout,env000090,2,5,2,5.309075355529785,2.1744673252105713,-1,-1,True,4.874423980712891,-1,0.13866211473941803,5.0185747146606445,-1,0.09267526865005493
heldout,env000090,2,5,3,5.104781150817871,2.2085213661193848,-1,-1,True,5.007403373718262,-1,0.033621907234191895,4.902035713195801,-1,0.07000250369310379
heldout,env000088,1,6,0,4.801366329193115,1.2377973794937134,-1,-1,True,9.83390998840332,-1,-1.4122200012207031,6.766205787658691,-1,-0.5513684153556824
heldout,env000088,1,6,1,9.255290031433105,1.1328831911087036,1,1,True,7.689403057098389,-1,0.1927860826253891,7.225488662719727,-1,0.24990145862102509
heldout,env000088,1,6,2,6.86326789855957,1.083962082862854,1,1,True,7.619539260864258,1,-0.13085851073265076,11.602624893188477,1,-0.8200564384460449
heldout,env000088,1,6,3,4.648860454559326,1.7224212884902954,-1,-1,True,12.627949714660645,-1,-2.7265520095825195,7.386784076690674,-1,-0.9355819225311279
heldout,env000069,2,7,0,5.747583866119385,0.678225040435791,-1,-1,True,6.8563127517700195,-1,-0.21871185302734375,6.421868324279785,-1,-0.13301178812980652
heldout,env000069,2,7,1,6.08693790435791,0.740858256816864,-1,-1,True,6.731297969818115,-1,-0.12052945047616959,8.850319862365723,-1,-0.5168987512588501
heldout,env000069,2,7,2,5.33612585067749,0.4990197718143463,-1,-1,True,8.203227043151855,-1,-0.5927306413650513,9.525696754455566,-1,-0.8661316633224487
heldout,env000069,2,7,3,5.463584899902344,0.8750173449516296,-1,-1,True,9.576733589172363,-1,-0.8963905572891235,8.594922065734863,-1,-0.6824215054512024
heldout,env000091,3,8,0,2.8232014179229736,0.29744455218315125,1,1,True,2.7534797191619873,1,0.027604280039668083,2.849040985107422,1,-0.010230425745248795
heldout,env000091,3,8,1,2.9470369815826416,0.2899244427680969,1,0,True,2.913123846054077,1,0.01276315376162529,2.9735841751098633,1,-0.009990992955863476
heldout,env000091,3,8,2,2.9243998527526855,0.2811630666255951,1,0,True,2.8355963230133057,1,0.03359650820493698,2.9608638286590576,1,-0.013795197941362858
heldout,env000091,3,8,3,2.8386082649230957,0.3029683828353882,1,1,True,2.6912240982055664,1,0.05812504142522812,2.716061592102051,1,0.048329684883356094
heldout,env000046,4,9,0,3.305405855178833,0.5725968480110168,-1,-1,True,2.9177637100219727,-1,0.14184750616550446,3.125336170196533,-1,0.065891794860363
heldout,env000046,4,9,1,2.797273635864258,0.5755936503410339,-1,-1,True,2.4145917892456055,-1,0.17224887013435364,2.647496223449707,-1,0.06741628795862198
heldout,env000046,4,9,2,2.804774045944214,0.26192209124565125,-1,-1,True,2.5757598876953125,-1,0.09006193280220032,1.9761030673980713,-1,0.32588252425193787
heldout,env000046,4,9,3,3.199955940246582,0.5808870196342468,-1,-1,True,2.832659959793091,-1,0.1402391493320465,3.034769058227539,-1,0.06307084113359451
heldout,env000072,0,10,0,5.57210636138916,1.853269100189209,-1,-1,True,6.349440097808838,1,-0.2090260088443756,7.423587799072266,0,-0.4978656768798828
heldout,env000072,0,10,1,5.051320552825928,1.825204610824585,-1,-1,True,4.939401626586914,-1,0.03469153866171837,4.805095195770264,-1,0.076322540640831
heldout,env000072,0,10,2,5.38771915435791,1.219560146331787,-1,-1,True,3.437269687652588,0,0.4679402709007263,4.538074970245361,-1,0.20384159684181213
heldout,env000072,0,10,3,4.0270490646362305,0.5529109239578247,-1,-1,True,4.876495361328125,-1,-0.2445056140422821,3.4328513145446777,-1,0.171034574508667
heldout,env000087,3,11,0,8.726396560668945,4.007542610168457,1,0,True,8.423675537109375,1,0.06415138393640518,8.462112426757812,1,0.05600599944591522
heldout,env000087,3,11,1,9.539363861083984,2.747892379760742,1,1,True,10.379891395568848,1,-0.12376221269369125,9.19880199432373,1,0.05014551803469658
heldout,env000087,3,11,2,9.782073974609375,3.375593900680542,1,1,True,10.24184799194336,1,-0.07176702469587326,9.581889152526855,1,0.03124724142253399
heldout,env000087,3,11,3,8.634204864501953,4.085784912109375,-1,-1,True,8.757688522338867,-1,-0.027148693799972534,8.741259574890137,-1,-0.02353668212890625
heldout,env000092,2,12,0,7.080886363983154,1.822756052017212,1,1,True,8.725157737731934,1,-0.3127102851867676,7.169640064239502,1,-0.016879327595233917
heldout,env000092,2,12,1,6.7044758796691895,2.784911632537842,1,0,True,8.356922149658203,1,-0.42158928513526917,7.139707088470459,1,-0.11104071140289307
heldout,env000092,2,12,2,7.499910831451416,2.140941858291626,0,-1,True,8.999637603759766,0,-0.27985361218452454,7.996614933013916,0,-0.09268651157617569
heldout,env000092,2,12,3,7.0799784660339355,2.122662305831909,1,1,True,8.983072280883789,1,-0.38389596343040466,7.2321906089782715,1,-0.030704544857144356
