split,environment,path_num,condition_id,source_id,stage1_safe_cost,teacher_safe_cost,stage1_mode,teacher_mode,teacher_valid,B_cost_only_safe_cost,B_cost_only_mode,B_cost_only_recovery,C_random_coupling_safe_cost,C_random_coupling_mode,C_random_coupling_recovery,D_induced_coupling_safe_cost,D_induced_coupling_mode,D_induced_coupling_recovery
train,env000015,8,2,3,2.3160479068756104,0.6074109673500061,1,1,True,0.5368465781211853,1,1.0412986278533936,0.9511942267417908,1,0.7987967133522034,0.7816656827926636,1,0.8980153203010559
train,env000040,6,3,0,8.258456230163574,2.107200860977173,1,1,True,0.44718438386917114,1,1.2698662281036377,7.054281234741211,1,0.1957608461380005,6.944770336151123,1,0.21356385946273804
train,env000040,6,3,1,9.048842430114746,2.128984212875366,1,1,True,0.42912212014198303,1,1.2456499338150024,7.839728832244873,1,0.17473098635673523,7.814493656158447,1,0.17837776243686676
train,env000040,6,3,2,8.028947830200195,1.9296666383743286,1,1,True,0.26966220140457153,1,1.2721638679504395,8.543628692626953,1,-0.08438385277986526,6.951650619506836,1,0.17662690579891205
train,env000040,6,3,3,8.941008567810059,2.6208913326263428,-1,-1,True,0.48436790704727173,1,1.338051199913025,6.682547092437744,1,0.3573448956012726,7.335211753845215,1,0.25407707691192627
train,env000040,1,4,0,5.050752639770508,1.6977453231811523,1,1,True,1.2048786878585815,1,1.1469923257827759,3.3290812969207764,-1,0.5134707689285278,2.428797721862793,1,0.7819711565971375
train,env000040,1,4,1,6.319779396057129,1.6504141092300415,-1,-1,True,1.130177617073059,1,1.1114147901535034,3.088979959487915,1,0.6919140219688416,2.412487506866455,1,0.8367928862571716
train,env000040,1,4,2,4.780625820159912,1.6667160987854004,1,1,True,1.0401852130889893,1,1.2012039422988892,1.6113721132278442,1,1.017773151397705,2.506161689758301,1,0.730420708656311
train,env000040,1,4,3,4.441793918609619,0.7960448861122131,1,1,True,1.025743007659912,1,0.9369956254959106,2.260044574737549,1,0.5984365344047546,0.9082671403884888,1,0.969218373298645
train,env000040,7,5,0,7.827924728393555,1.732666015625,-1,-1,True,1.0951474905014038,1,1.1045925617218018,2.0088250637054443,1,0.9546927809715271,2.7076547145843506,0,0.8400413990020752
train,env000040,7,5,1,7.188179969787598,0.944963812828064,1,1,True,1.4505343437194824,1,0.9190208315849304,3.4334850311279297,1,0.6014039516448975,2.527153968811035,1,0.7465745210647583
train,env000040,7,5,2,7.704644203186035,3.4514217376708984,-1,0,True,1.208129644393921,1,1.5274335145950317,1.6381042003631592,1,1.4263396263122559,3.688941717147827,0,0.944155216217041
train,env000040,7,5,3,5.0452117919921875,0.745762288570404,0,1,True,1.1181919574737549,1,0.9133773446083069,3.354682683944702,0,0.39319664239883423,1.4778810739517212,1,0.8297180533409119
train,env000064,4,6,0,9.696022987365723,4.819613933563232,1,1,True,4.8711442947387695,1,0.9894327521324158,7.489393711090088,1,0.45251110196113586,7.211659908294678,1,0.5094656944274902
train,env000064,4,6,1,11.32928466796875,5.8463568687438965,1,1,True,5.075901508331299,1,1.1405190229415894,6.68965482711792,1,0.8461956977844238,13.343582153320312,1,-0.36737626791000366
train,env000064,4,6,2,11.299859046936035,4.816623210906982,1,1,True,5.71641731262207,1,0.8612121939659119,7.0893988609313965,1,0.6494380831718445,16.90836524963379,1,-0.8650782108306885
train,env000064,4,6,3,9.610685348510742,4.844507217407227,1,1,True,5.224411487579346,1,0.9202916622161865,13.289963722229004,0,-0.7719557285308838,12.655519485473633,1,-0.6388418674468994
train,env000064,5,7,0,5.677886486053467,1.8188958168029785,-1,-1,True,1.3063710927963257,-1,1.1328130960464478,2.0514309406280518,-1,0.9397419691085815,2.8749332427978516,-1,0.7263436317443848
train,env000064,5,7,1,5.203913688659668,2.068499803543091,-1,-1,True,1.2840855121612549,-1,1.2501788139343262,2.3700051307678223,-1,0.9038387537002563,2.377063035964966,-1,0.901587724685669
train,env000064,5,7,2,5.928233623504639,2.3706753253936768,-1,-1,True,1.2534387111663818,-1,1.314046025276184,2.380246162414551,-1,0.9973097443580627,3.0689661502838135,-1,0.803716242313385
train,env000064,5,7,3,5.9879984855651855,2.0047152042388916,-1,-1,True,1.3139601945877075,-1,1.1734135150909424,1.946435570716858,-1,1.0146310329437256,2.577000141143799,-1,0.8563283085823059
train,env000064,8,8,0,5.43072509765625,1.689624309539795,-1,-1,True,0.8221153020858765,1,1.2318860292434692,2.062105655670166,-1,0.9004353880882263,2.5079870223999023,-1,0.7812508344650269
train,env000064,8,8,1,5.4550652503967285,1.8531999588012695,-1,-1,True,0.8557752966880798,1,1.276918888092041,2.3038623332977295,1,0.874880850315094,3.061922788619995,-1,0.664417564868927
train,env000064,8,8,2,5.402295112609863,1.7636563777923584,1,1,True,1.438891887664795,1,1.089254379272461,2.8207907676696777,-1,0.7094697952270508,5.752140045166016,1,-0.09614720195531845
train,env000064,8,8,3,6.670476913452148,1.8917347192764282,-1,-1,True,0.9004821181297302,1,1.2074295282363892,1.9413241147994995,-1,0.9896228909492493,4.248968124389648,-1,0.5067251324653625
heldout,env000068,7,9,0,4.920500755310059,1.016270399093628,-1,-1,True,5.457022666931152,-1,-0.137420654296875,5.481291770935059,-1,-0.1436367630958557,5.959049224853516,-1,-0.2660059332847595
heldout,env000068,7,9,1,5.620567798614502,1.0887351036071777,1,0,True,6.024063587188721,-1,-0.08903589844703674,5.84464168548584,-1,-0.04944442957639694,5.859549522399902,0,-0.05273401364684105
heldout,env000068,7,9,2,5.768579006195068,1.2467551231384277,-1,-1,True,5.944793224334717,-1,-0.038969721645116806,5.676024913787842,-1,0.02046830952167511,5.890607833862305,-1,-0.026986638084053993
heldout,env000068,7,9,3,5.158771514892578,1.2543270587921143,-1,-1,True,5.624448776245117,-1,-0.1192685067653656,5.2327375411987305,-1,-0.018944058567285538,5.611361503601074,-1,-0.11591661721467972
heldout,env000068,1,10,0,6.850508689880371,1.0198813676834106,1,1,True,5.750565528869629,1,0.18864919245243073,7.757376194000244,1,-0.15553514659404755,6.615045547485352,1,0.04038384184241295
heldout,env000068,1,10,1,5.535959243774414,1.0340790748596191,1,1,True,5.500231742858887,1,0.007936128415167332,5.805731296539307,1,-0.05992430821061134,6.231283664703369,1,-0.15445201098918915
heldout,env000068,1,10,2,7.593505382537842,1.2110769748687744,1,1,True,6.198573112487793,1,0.21855823695659637,5.541769027709961,1,0.3214664161205292,6.3576340675354,1,0.19363653659820557
heldout,env000068,1,10,3,8.273934364318848,1.2070599794387817,-1,-1,True,6.592763900756836,1,0.23789449036121368,6.522535800933838,-1,0.24783213436603546,9.618037223815918,0,-0.1901976466178894
heldout,env000068,6,11,0,3.2882578372955322,0.9844604730606079,-1,-1,True,2.584951400756836,-1,0.305281400680542,2.5318307876586914,-1,0.32833924889564514,2.773764133453369,-1,0.22332420945167542
heldout,env000068,6,11,1,3.5262393951416016,0.9635947942733765,-1,-1,True,2.48262357711792,-1,0.4072417616844177,6.365252494812012,-1,-1.1078450679779053,4.701215744018555,-1,-0.45850151777267456
heldout,env000068,6,11,2,3.465341091156006,1.0010031461715698,-1,-1,True,2.604872703552246,-1,0.34916818141937256,3.916001319885254,-1,-0.1828727424144745,3.672910451889038,-1,-0.08422926068305969
heldout,env000068,6,11,3,3.7959773540496826,0.9678292870521545,-1,-1,True,2.596296787261963,-1,0.42419296503067017,5.403835773468018,1,-0.5685198903083801,5.9962358474731445,1,-0.7779855728149414
heldout,env000085,2,12,0,14.687999725341797,1.2426552772521973,1,1,True,12.22278881072998,0,0.18335051834583282,9.552526473999023,1,0.38195177912712097,9.46911907196045,1,0.3881552219390869
heldout,env000085,2,12,1,9.857107162475586,1.2303234338760376,1,1,True,12.290885925292969,1,-0.28211891651153564,9.480071067810059,1,0.0437052920460701,10.059450149536133,1,-0.02345520630478859
heldout,env000085,2,12,2,10.194182395935059,5.868832111358643,1,0,True,11.781269073486328,-1,-0.36692672967910767,9.544035911560059,0,0.1503107100725174,10.034218788146973,1,0.036982808262109756
heldout,env000085,2,12,3,9.770577430725098,1.225541591644287,1,1,True,12.383956909179688,0,-0.3058359622955322,9.308805465698242,1,0.054039791226387024,9.952760696411133,1,-0.021320361644029617
heldout,env000085,9,13,0,6.18950080871582,1.6806044578552246,1,1,True,4.556952476501465,1,0.3620727062225342,4.9452996253967285,1,0.2759436070919037,5.2649760246276855,1,0.20504458248615265
heldout,env000085,9,13,1,6.459994792938232,0.8678193688392639,-1,-1,True,5.902961730957031,1,0.0996093675494194,6.280336380004883,1,0.03212674707174301,6.329603672027588,1,0.023316707462072372
heldout,env000085,9,13,2,7.017522811889648,1.8163714408874512,1,1,True,4.885306358337402,1,0.409950852394104,5.057862758636475,1,0.37677428126335144,5.332594394683838,1,0.32395297288894653
heldout,env000085,9,13,3,7.099628925323486,1.5116454362869263,1,1,True,5.195852756500244,1,0.34069108963012695,5.4323930740356445,1,0.2983609139919281,6.3911614418029785,1,0.12678410112857819
heldout,env000085,5,14,0,4.222949028015137,0.8855204582214355,-1,-1,True,2.792349100112915,-1,0.428653359413147,1.9635329246520996,-1,0.6769930720329285,2.0327296257019043,-1,0.6562595367431641
heldout,env000085,5,14,1,4.143162727355957,0.3977287709712982,-1,-1,True,2.494284152984619,-1,0.44023698568344116,1.2363393306732178,-1,0.7760978937149048,0.9249153137207031,-1,0.8592455387115479
heldout,env000085,5,14,2,4.11386775970459,0.910072922706604,-1,-1,True,3.009742259979248,-1,0.34463050961494446,1.9744504690170288,-1,0.6677759289741516,1.4581488370895386,-1,0.82892906665802
heldout,env000085,5,14,3,2.565492630004883,0.39914900064468384,-1,-1,True,2.174626350402832,-1,0.1804267168045044,0.7055153846740723,-1,0.8585790395736694,0.8602245450019836,-1,0.7871641516685486
