split,environment,path_num,condition_id,source_id,stage1_safe_cost,teacher_safe_cost,stage1_mode,teacher_mode,teacher_valid,B_cost_only_safe_cost,B_cost_only_mode,B_cost_only_recovery,D_induced_coupling_safe_cost,D_induced_coupling_mode,D_induced_coupling_recovery
train,env000015,2,0,0,1.9572664499282837,0.3997781574726105,-1,-1,True,1.225157618522644,-1,0.47005733847618103,1.5249451398849487,-1,0.2775759696960449
train,env000015,2,0,1,1.897085189819336,0.4863707721233368,-1,-1,True,1.2698534727096558,-1,0.44461992383003235,1.5127450227737427,-1,0.27244365215301514
train,env000015,2,0,2,2.1387908458709717,0.4671914875507355,-1,-1,True,1.0425852537155151,-1,0.6557824611663818,1.3200526237487793,-1,0.4897933304309845
train,env000015,2,0,3,2.0475878715515137,0.4685637950897217,-1,-1,True,1.2077940702438354,-1,0.5318435430526733,1.4197442531585693,-1,0.397614985704422
train,env000040,1,1,0,6.545735836029053,1.9810343980789185,-1,-1,True,1.6907846927642822,1,1.063585638999939,4.417043209075928,0,0.46633774042129517
train,env000040,1,1,1,4.739604949951172,1.3583383560180664,1,1,True,1.605051040649414,1,0.9270354509353638,3.531893730163574,1,0.35717716813087463
train,env000040,1,1,2,4.792386054992676,1.330915093421936,1,1,True,1.5588265657424927,1,0.9341576099395752,3.4735984802246094,1,0.38099050521850586
train,env000040,1,1,3,5.340714454650879,1.9797028303146362,1,1,True,1.618267297744751,1,1.1075377464294434,4.256747245788574,1,0.3225122094154358
train,env000064,4,2,0,10.773508071899414,5.943984031677246,1,1,True,7.478054046630859,1,0.6823558807373047,9.255667686462402,1,0.3142836391925812
train,env000064,4,2,1,10.2545166015625,6.199504852294922,1,1,True,7.370363235473633,1,0.7112565040588379,9.327503204345703,1,0.22860929369926453
train,env000064,4,2,2,10.41285228729248,5.905424118041992,1,1,True,7.6699371337890625,1,0.608532190322876,9.720746994018555,1,0.1535477191209793
train,env000064,4,2,3,9.95743465423584,6.352059841156006,1,1,True,7.592377185821533,1,0.6559810042381287,9.600298881530762,1,0.09905648976564407
heldout,env000017,2,3,0,4.070418357849121,0.581243097782135,-1,-1,True,4.021035194396973,-1,0.014153247699141502,3.802358865737915,-1,0.07682602852582932
heldout,env000017,2,3,1,3.695833921432495,0.5498713850975037,-1,-1,True,3.5648305416107178,-1,0.04164174944162369,3.43947434425354,-1,0.08148843795061111
heldout,env000017,2,3,2,3.853989601135254,0.7084793448448181,-1,-1,True,3.8302714824676514,-1,0.007540308870375156,3.6911253929138184,-1,0.05177672207355499
heldout,env000017,2,3,3,3.9913344383239746,0.6394966244697571,-1,-1,True,3.7206122875213623,-1,0.08076827228069305,3.6455044746398926,-1,0.10317622125148773
heldout,env000077,4,4,0,1.4749494791030884,0.1759936809539795,-1,-1,True,1.2058428525924683,-1,0.2071714997291565,1.2738687992095947,-1,0.15480178594589233
heldout,env000077,4,4,1,1.4263784885406494,0.1608363837003708,-1,-1,True,1.2978030443191528,-1,0.1015971228480339,1.2382146120071411,-1,0.14868243038654327
heldout,env000077,4,4,2,1.549800992012024,0.20736733078956604,-1,-1,True,1.4244749546051025,-1,0.09335733950138092,1.2513537406921387,-1,0.22231805324554443
heldout,env000077,4,4,3,0.9512581825256348,0.25602203607559204,-1,-1,True,1.1697397232055664,-1,-0.31425514817237854,0.8899471759796143,-1,0.0881873145699501
heldout,env000090,2,5,0,4.808901786804199,2.465775966644287,-1,-1,True,4.710885524749756,-1,0.04183141142129898,4.890485763549805,-1,-0.034818436950445175
heldout,env000090,2,5,1,5.925667762756348,2.1969292163848877,-1,-1,True,5.228883743286133,-1,0.1868685632944107,5.576436519622803,-1,0.09365935623645782
heldout,env000090,2,5,2,5.309075355529785,2.1744673252105713,-1,-1,True,4.858468055725098,-1,0.14375236630439758,5.018575191497803,-1,0.092675119638443
heldout,env000090,2,5,3,5.104781150817871,2.2085213661193848,-1,-1,True,4.937073707580566,-1,0.05790483579039574,4.902012825012207,-1,0.07001040875911713
heldout,env000088,1,6,0,4.801366329193115,1.2377973794937134,-1,-1,True,6.212419509887695,-1,-0.3959662914276123,6.7667388916015625,-1,-0.5515180230140686
heldout,env000088,1,6,1,9.255290031433105,1.1328831911087036,1,1,True,8.551985740661621,-1,0.08658815920352936,7.225724220275879,-1,0.24987246096134186
