split,environment,path_num,condition_id,source_id,stage1_safe_cost,teacher_safe_cost,stage1_mode,teacher_mode,teacher_valid,B_cost_only_safe_cost,B_cost_only_mode,B_cost_only_recovery,D_induced_coupling_safe_cost,D_induced_coupling_mode,D_induced_coupling_recovery
train,env000015,2,0,0,1.9572657346725464,0.39977648854255676,-1,-1,True,1.34453547000885,-1,0.39340898394584656,1.4556188583374023,-1,0.322086900472641
train,env000015,2,0,1,1.8970845937728882,0.48637163639068604,-1,-1,True,1.2926371097564697,-1,0.4284695088863373,1.42397940158844,-1,0.33536601066589355
train,env000015,2,0,2,2.1387975215911865,0.4671856760978699,-1,-1,True,1.3284869194030762,-1,0.48474806547164917,1.3377186059951782,-1,0.4792254567146301
train,env000015,2,0,3,2.0475850105285645,0.46856358647346497,-1,-1,True,1.3340831995010376,-1,0.45186328887939453,1.5409249067306519,-1,0.32086968421936035
train,env000040,1,1,0,6.54573917388916,1.9810478687286377,-1,-1,True,1.6632804870605469,1,1.0696141719818115,4.105576992034912,0,0.5345733165740967
train,env000040,1,1,1,4.73961067199707,1.358428716659546,1,1,True,1.6146049499511719,1,0.9242346882820129,2.919572591781616,1,0.5382845997810364
train,env000040,1,1,2,4.792385101318359,1.3309121131896973,1,1,True,1.5625829696655273,1,0.9330716133117676,3.4448940753936768,1,0.38928255438804626
train,env000040,1,1,3,5.3407182693481445,1.9858720302581787,1,1,True,1.6314291954040527,1,1.1056510210037231,4.054703712463379,1,0.38333040475845337
train,env000064,4,2,0,10.773459434509277,5.945575714111328,1,1,True,8.058746337890625,1,0.5622987747192383,9.582104682922363,1,0.24676541984081268
train,env000064,4,2,1,10.254511833190918,6.200586318969727,1,1,True,7.860333442687988,1,0.5905827283859253,9.579704284667969,1,0.16645780205726624
train,env000064,4,2,2,10.412781715393066,5.907718181610107,1,1,True,7.873739242553711,1,0.5635975003242493,9.753695487976074,1,0.14629898965358734
train,env000064,4,2,3,9.957427024841309,6.3578338623046875,1,1,True,8.116889953613281,1,0.5113180875778198,9.602641105651855,1,0.09856278449296951
train,env000065,0,3,0,6.498783111572266,1.3635270595550537,0,1,True,2.7907373905181885,1,0.7220761179924011,4.586400032043457,1,0.37240269780158997
