sample_index,environment,path_num,stage1_corrected,stage1_safe,stage1_deviation,stage1_length,stage1_length_ratio,stage1_length_penalty,stage1_obstacle,stage1_curvature,stage1_smoothness,stage1_jerk,stage1_dangerous_ratio,stage1_unsafe_margin_ratio,stage1_min_esdf,stage1_curvature_violation_ratio,stage1_control_oob_ratio,teacher_corrected,teacher_safe,teacher_deviation,teacher_length,teacher_length_ratio,teacher_length_penalty,teacher_obstacle,teacher_curvature,teacher_smoothness,teacher_jerk,teacher_dangerous_ratio,teacher_unsafe_margin_ratio,teacher_min_esdf,teacher_curvature_violation_ratio,teacher_control_oob_ratio,c1_corrected,c1_safe,c1_deviation,c1_length,c1_length_ratio,c1_length_penalty,c1_obstacle,c1_curvature,c1_smoothness,c1_jerk,c1_dangerous_ratio,c1_unsafe_margin_ratio,c1_min_esdf,c1_curvature_violation_ratio,c1_control_oob_ratio,c1_relative_teacher_error,c2_corrected,c2_safe,c2_deviation,c2_length,c2_length_ratio,c2_length_penalty,c2_obstacle,c2_curvature,c2_smoothness,c2_jerk,c2_dangerous_ratio,c2_unsafe_margin_ratio,c2_min_esdf,c2_curvature_violation_ratio,c2_control_oob_ratio,c2_relative_teacher_error,c1_teacher_recovery,c1_improved,c2_teacher_recovery,c2_improved
22,env000015,17,3.287004232406616,3.287004232406616,0.0,14.138608932495117,1.0,0.0,2.5230631828308105,1.8083122968673706,0.0009555444703437388,0.0006152709829621017,0.11999999731779099,0.11999999731779099,-0.5091726779937744,0.1428571343421936,0.0,0.06720562279224396,0.03764357045292854,0.14781026542186737,15.570402145385742,1.1012682914733887,0.0,0.03489670902490616,0.0010653019417077303,0.0016212305054068565,0.0007749313372187316,0.0,0.0,0.16462862491607666,0.020408162847161293,0.0,0.11936978995800018,0.05834165960550308,0.3051406741142273,15.565835952758789,1.1009453535079956,0.0,0.04444212093949318,0.0,0.0008766862447373569,0.00030096824048087,0.0,0.0,0.16462862491607666,0.0,0.0,1.0303056240081787,0.26096829771995544,0.2261456549167633,0.17411315441131592,14.936193466186523,1.056411862373352,0.0,0.0410018153488636,0.3253820836544037,0.0009710390004329383,0.00038338705780915916,0.0,0.0,0.16462862491607666,0.040816325694322586,0.0,0.3986121416091919,0.9837989807128906,True,0.9398215413093567,True
23,env000040,19,2.577171802520752,2.577171802520752,0.0,13.799347877502441,1.0,0.0,2.438786268234253,0.0,6.907206261530519e-05,2.8886903237435035e-05,0.09999999403953552,0.1899999976158142,-0.5489737391471863,0.0,0.0,0.12793658673763275,0.08464965224266052,0.21643468737602234,15.152366638183594,1.098049521446228,0.0,0.05977584421634674,0.0,0.0021662621293216944,0.001074023311957717,0.0,0.009999999776482582,0.10541686415672302,0.0,0.0,0.17064380645751953,0.11590245366096497,0.2737067639827728,14.424078941345215,1.0452724695205688,0.0,0.10437765717506409,0.0,0.00024163344642147422,7.947516860440373e-05,0.0,0.009999999776482582,0.10541687905788422,0.0,0.0,0.796280026435852,0.2954311668872833,0.24025851488113403,0.2758632302284241,15.385140419006348,1.1149178743362427,0.0,0.07304888963699341,0.0,0.001225353218615055,0.00035381969064474106,0.0,0.009999999776482582,0.10541687160730362,0.0,0.0,0.24526984989643097,0.9825630187988281,True,0.931613564491272,True
24,env000040,16,2.771440267562866,2.771440267562866,0.0,17.704795837402344,1.0,0.0,2.292630672454834,1.5849307775497437,0.0019856819417327642,0.0011528944596648216,0.08999999612569809,0.10999999940395355,-0.6370220184326172,0.06122449040412903,0.0,0.12550312280654907,0.04456619173288345,0.4046846032142639,20.200347900390625,1.1409534215927124,0.0,0.021483978256583214,0.00030431748018600047,0.004806539975106716,0.002389085479080677,0.0,0.0,0.3761371970176697,0.010204081423580647,0.0,0.902866005897522,0.749896764755249,0.7648463249206543,20.106670379638672,1.135662317276001,0.0,0.68675297498703,0.17217376828193665,0.002575569786131382,0.0013630487956106663,0.029999999329447746,0.03999999910593033,-0.47496435046195984,0.040816325694322586,0.0,1.2456088066101074,0.27848881483078003,0.20441646873950958,0.37036171555519104,19.887393951416016,1.123277187347412,0.0,0.17159441113471985,0.021604061126708984,0.0037728934548795223,0.0019472729181870818,0.0,0.029999999329447746,0.018162546679377556,0.040816325694322586,0.0,0.33861464262008667,0.7062050700187683,True,0.942180871963501,True
25,env000040,12,2.833710193634033,2.833710193634033,0.0,12.968843460083008,1.0,0.0,1.8926124572753906,2.49450945854187,0.0010240720584988594,0.0005202236352488399,0.14000000059604645,0.17999999225139618,-0.2674442529678345,0.23469386994838715,0.0,0.2636404037475586,0.22439421713352203,0.19623097777366638,14.725081443786621,1.1354197263717651,0.0,0.10179146379232407,0.42180177569389343,0.001989513635635376,0.0013026671949774027,0.0,0.009999999776482582,0.13818511366844177,0.13265305757522583,0.0,1.1687456369400024,0.9024345278739929,1.3315554857254028,10.888121604919434,0.8395599722862244,0.0,0.15969760715961456,1.0719733238220215,0.0007528086425736547,0.00030505016911774874,0.0,0.0,0.1934966742992401,0.17346937954425812,0.0,1.5607187747955322,0.27374929189682007,0.23814451694488525,0.17802390456199646,14.65366268157959,1.1299128532409668,0.0,0.1637798696756363,0.24961082637310028,0.0017703090561553836,0.0015090981032699347,0.0,0.029999999329447746,0.052337646484375,0.1428571343421936,0.0,0.12451615929603577,0.6478285193443298,True,0.996066689491272,True
26,env000015,5,2.77779483795166,2.77779483795166,0.0,11.041036605834961,1.0,0.0,1.8607242107391357,2.2653656005859375,0.0007695779204368591,0.000425582256866619,0.08999999612569809,0.09999999403953552,-0.4593610167503357,0.27551019191741943,0.0,0.488511323928833,0.41460591554641724,0.3695269823074341,12.568582534790039,1.1383516788482666,0.0,0.31881335377693176,0.2891397178173065,0.002547371434047818,0.0010269873309880495,0.009999999776482582,0.019999999552965164,-0.42760390043258667,0.1428571343421936,0.0,0.8541969060897827,0.7781429886817932,0.38026952743530273,12.435868263244629,1.1263315677642822,0.0,0.6991183161735535,0.13307607173919678,0.0008322798530571163,0.00026297642034478486,0.029999999329447746,0.03999999910593033,-0.4306378662586212,0.08163265138864517,0.0,0.9700697660446167,1.0137338638305664,0.9080488681793213,0.5284247398376465,12.030311584472656,1.089599847793579,0.0,0.484592467546463,0.26392656564712524,0.002229417208582163,0.0012670829892158508,0.019999999552965164,0.019999999552965164,-0.40825602412223816,0.09183673560619354,0.0,0.34476613998413086,0.8402619957923889,True,0.7705733776092529,True
27,env000015,14,2.3887877464294434,2.3887877464294434,0.0,16.608360290527344,1.0,0.0,1.8456411361694336,1.3520175218582153,0.000987424049526453,0.0005812354502268136,0.07999999821186066,0.09999999403953552,-0.5579525232315063,0.040816325694322586,0.0,0.38872599601745605,0.24430255591869354,0.7221171259880066,18.831695556640625,1.1338684558868408,0.0,0.22679300606250763,0.014725351706147194,0.007257754448801279,0.003078847425058484,0.009999999776482582,0.019999999552965164,-0.2669105529785156,0.020408162847161293,0.0,1.1979444026947021,1.11331045627594,0.42316997051239014,16.841495513916016,1.0140372514724731,0.0,0.9570449590682983,0.0,0.00045570015208795667,0.00012768700253218412,0.03999999910593033,0.04999999701976776,-0.4378545582294464,0.0,0.0,0.9495159387588501,0.9210834503173828,0.7879002690315247,0.6659160256385803,18.08744239807129,1.0890564918518066,0.0,0.632321298122406,0.35562965273857117,0.005121669266372919,0.0021627023816108704,0.029999999329447746,0.029999999329447746,-0.5100857615470886,0.05102040618658066,0.0,0.6364874243736267,0.5954033136367798,True,0.7338294982910156,True
28,env000064,18,1.8350292444229126,1.8350292444229126,0.0,20.521198272705078,1.0,0.0,1.649217128753662,0.4385700225830078,0.0026152138598263264,0.0016658505192026496,0.09999999403953552,0.1599999964237213,-0.2851703464984894,0.08163265138864517,0.0,0.23398378491401672,0.21422241628170013,0.09880682826042175,21.117416381835938,1.029053807258606,0.0,0.18694332242012024,0.06313984841108322,0.006176953669637442,0.004072102718055248,0.009999999776482582,0.009999999776482582,-0.13464270532131195,0.040816325694322586,0.0,0.4001242518424988,0.36024031043052673,0.19941964745521545,20.8135986328125,1.0142487287521362,0.0,0.25529515743255615,0.24804054200649261,0.0030606072396039963,0.0015057036653161049,0.019999999552965164,0.019999999552965164,-0.13464270532131195,0.05102040618658066,0.0,0.8318127989768982,0.2935154438018799,0.2623032033443451,0.15606120228767395,20.96031951904297,1.0213984251022339,0.0,0.17614783346652985,0.039890505373477936,0.005246971268206835,0.0032871647272258997,0.009999999776482582,0.009999999776482582,-0.13464485108852386,0.0714285671710968,0.0,0.12882789969444275,0.8962300419807434,True,0.9628170132637024,True
29,env000015,19,1.8948686122894287,1.8948686122894287,0.0,18.64101791381836,1.0,0.0,1.549272894859314,0.8614725470542908,0.001058169873431325,0.0007494299788959324,0.07000000029802322,0.10999999940395355,-0.511137843132019,0.05102040618658066,0.0,0.44263964891433716,0.32658687233924866,0.5802639126777649,19.895353317260742,1.0672889947891235,0.0,0.287313848733902,0.0795421153306961,0.004606203641742468,0.0015207943506538868,0.019999999552965164,0.019999999552965164,-0.1882878988981247,0.030612245202064514,0.0,0.7750117182731628,0.6555384993553162,0.5973660349845886,20.17361831665039,1.0822166204452515,0.0,0.6464598178863525,0.0,0.0018286865670233965,0.0006366209709085524,0.029999999329447746,0.029999999329447746,-0.43630102276802063,0.0,0.0,0.9307287931442261,0.4686986804008484,0.3965538740158081,0.36072394251823425,19.719274520874023,1.0578432083129883,0.0,0.3392713665962219,0.06371691077947617,0.003182488726451993,0.0010452875867486,0.009999999776482582,0.019999999552965164,-0.4248424768447876,0.020408162847161293,0.0,0.22420944273471832,0.7711296081542969,True,0.9820557832717896,True
30,env000015,4,1.794105052947998,1.794105052947998,0.0,15.15932846069336,1.0,0.0,1.5158807039260864,0.8999847769737244,0.0007565994746983051,0.00037735491059720516,0.05999999865889549,0.07999999821186066,-0.4913743734359741,0.0714285671710968,0.0,0.4286194443702698,0.2802676260471344,0.6535667777061462,17.575590133666992,1.1593910455703735,8.81921878317371e-05,0.25908076763153076,0.004760718438774347,0.005573555827140808,0.00248564756475389,0.019999999552965164,0.019999999552965164,-0.2138267606496811,0.010204081423580647,0.0,0.8547976613044739,0.7238659858703613,0.654658317565918,16.74896240234375,1.1048617362976074,0.0,0.6872663497924805,0.0,0.0013435430591925979,0.0005345375393517315,0.029999999329447746,0.03999999910593033,-0.40054982900619507,0.0,0.0,0.9519187211990356,0.608758270740509,0.5069854259490967,0.5088642239570618,17.20245361328125,1.1347767114639282,0.0,0.48260411620140076,0.00128173828125,0.003072249935939908,0.001271535875275731,0.019999999552965164,0.029999999329447746,-0.3523932993412018,0.010204081423580647,0.0,0.37249690294265747,0.6878925561904907,True,0.8680770993232727,True
31,env000015,18,2.2007994651794434,2.2007994651794434,0.0,15.737552642822266,1.0,0.0,1.5120130777359009,1.1433194875717163,0.0021278837230056524,0.0006508035585284233,0.07999999821186066,0.08999999612569809,-0.29543694853782654,0.09183673560619354,0.0,0.057571910321712494,0.03198796138167381,0.1279197484254837,17.8813533782959,1.136222004890442,0.0,0.025820542126893997,0.00083670619642362,0.002629309892654419,0.001142153749242425,0.0,0.0,0.27842482924461365,0.010204081423580647,0.0,0.10896509885787964,0.06524322926998138,0.21860934793949127,17.148691177368164,1.0896669626235962,0.0,0.02036866918206215,0.014291072264313698,0.0011970578925684094,0.000600244093220681,0.0,0.0,0.33587825298309326,0.030612245202064514,0.0,0.8612820506095886,0.10197116434574127,0.06776031851768494,0.17105421423912048,17.88852310180664,1.136677622795105,0.0,0.05553729087114334,0.0,0.0022088338155299425,0.001007850980386138,0.0,0.0,0.2774040400981903,0.0,0.0,0.34326431155204773,0.9760206341743469,True,0.9792839288711548,True
