阶段,step,sample_index,corrected,safe,deviation,length,length_ratio,length_penalty,obstacle,curvature,smoothness,jerk,dangerous_ratio,unsafe_margin_ratio,min_esdf,curvature_violation_ratio,control_oob_ratio,corrected_mean,corrected_median,safe_mean,safe_median,deviation_mean,deviation_median,length_mean,length_median,length_ratio_mean,length_ratio_median,length_penalty_mean,length_penalty_median,obstacle_mean,obstacle_median,curvature_mean,curvature_median,smoothness_mean,smoothness_median,jerk_mean,jerk_median,dangerous_ratio_mean,dangerous_ratio_median,unsafe_margin_ratio_mean,unsafe_margin_ratio_median,min_esdf_mean,min_esdf_median,curvature_violation_ratio_mean,curvature_violation_ratio_median,control_oob_ratio_mean,control_oob_ratio_median,relative_teacher_error_mean,relative_teacher_error_median
teacher,0,15,4.273245811462402,4.273245811462402,1.3642420221662063e-14,15.325170516967773,1.0,0.0,3.954141855239868,1.0041052103042603,0.0008352758595719934,0.00043483226909302175,0.12999999523162842,0.17000000178813934,-0.8232844471931458,0.09183673560619354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,16,4.043134689331055,4.043134689331055,6.92068608367305e-14,15.991777420043945,1.0000001192092896,0.0,3.7805001735687256,0.6472174525260925,0.0007008155225776136,0.000322809093631804,0.17000000178813934,0.19999998807907104,-0.8149628043174744,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,17,5.233570098876953,5.233570098876953,2.259199771703635e-13,12.303762435913086,1.0000001192092896,0.0,3.5917131900787354,4.668887615203857,0.004285428673028946,0.0020706404466181993,0.28999999165534973,0.32999998331069946,-0.679053544998169,0.19387754797935486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,18,4.171051025390625,4.171051025390625,0.0,16.378629684448242,1.0,0.0,3.4225192070007324,1.9804607629776,0.0016384365735575557,0.001046526012942195,0.1899999976158142,0.20999999344348907,-0.573927104473114,0.15306122601032257,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,19,3.7880804538726807,3.7880804538726807,3.465025033393132e-13,18.262313842773438,1.0000001192092896,0.0,3.320695400238037,1.2171047925949097,0.0014652129029855132,0.0009496894781477749,0.10999999940395355,0.11999999731779099,-1.2639294862747192,0.08163265138864517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,20,3.5401151180267334,3.5401151180267334,1.463717995008225e-14,20.84775161743164,1.0,0.0,3.2774319648742676,0.8955199122428894,0.002250393619760871,0.0014892186736688018,0.19999998807907104,0.22999998927116394,-0.5475274324417114,0.08163265138864517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,21,4.045726776123047,4.045726776123047,0.0,9.926398277282715,1.0,0.0,3.0921144485473633,2.7737255096435547,0.0007855060393922031,0.00039537902921438217,0.14000000059604645,0.1599999964237213,-0.59367835521698,0.09183673560619354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,22,3.287004232406616,3.287004232406616,0.0,14.138608932495117,1.0,0.0,2.5230631828308105,1.8083122968673706,0.0009555444703437388,0.0006152709829621017,0.11999999731779099,0.11999999731779099,-0.5091726779937744,0.1428571343421936,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,23,2.5771708488464355,2.5771708488464355,1.6991476856163118e-13,13.799346923828125,1.0,0.0,2.4387853145599365,0.0,6.907220813445747e-05,2.888709605031181e-05,0.09999999403953552,0.1899999976158142,-0.5489737391471863,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,24,2.7714483737945557,2.7714483737945557,4.508393509320037e-14,17.704795837402344,1.0,0.0,2.292630672454834,1.5849488973617554,0.0019857087172567844,0.0011529044713824987,0.08999999612569809,0.10999999940395355,-0.6370220184326172,0.06122449040412903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,25,2.833710193634033,2.833710193634033,3.4094741076122535e-16,12.968843460083008,1.0,0.0,1.8926124572753906,2.49450945854187,0.0010240718256682158,0.0005202236934565008,0.14000000059604645,0.17999999225139618,-0.2674442529678345,0.23469386994838715,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,26,2.77779483795166,2.77779483795166,1.5080384010502431e-15,11.041036605834961,1.0,0.0,1.8607242107391357,2.2653656005859375,0.0007695779204368591,0.0004255825188010931,0.08999999612569809,0.09999999403953552,-0.4593610167503357,0.27551019191741943,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,27,2.3887875080108643,2.3887875080108643,2.6147971456244243e-14,16.608360290527344,1.0,0.0,1.8456411361694336,1.352016568183899,0.0009874246316030622,0.0005812348099425435,0.07999999821186066,0.09999999403953552,-0.5579525232315063,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,28,1.8350242376327515,1.8350242376327515,5.258332289558021e-13,20.521196365356445,0.9999998807907104,0.0,1.6492111682891846,0.43857383728027344,0.0026152152568101883,0.0016658577369526029,0.09999999403953552,0.1599999964237213,-0.2851700782775879,0.08163265138864517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,29,1.8948688507080078,1.8948688507080078,3.2130740667928037e-13,18.64101791381836,1.0,0.0,1.5492732524871826,0.8614723086357117,0.001058161142282188,0.0007494135061278939,0.07000000029802322,0.10999999940395355,-0.511137843132019,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,30,1.7941043376922607,1.7941043376922607,2.4478531181204577e-13,15.15932846069336,1.0,0.0,1.5158799886703491,0.8999847769737244,0.000756595516577363,0.00037734885700047016,0.05999999865889549,0.07999999821186066,-0.4913738965988159,0.0714285671710968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,0,31,2.2007994651794434,2.2007994651794434,1.6153647430100504e-13,15.737552642822266,1.0,0.0,1.5120130777359009,1.1433194875717163,0.0021278902422636747,0.0006508155493065715,0.07999999821186066,0.08999999612569809,-0.29543694853782654,0.09183673560619354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,0,8.855141639709473,8.842496871948242,0.06322619318962097,17.718368530273438,0.9832134246826172,0.0,8.223832130432129,1.0046207904815674,0.001298392890021205,0.0011031434405595064,0.3799999952316284,0.38999998569488525,-1.2247209548950195,0.0714285671710968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,1,7.628042221069336,7.605602741241455,0.11219622194766998,14.393853187561035,0.9457866549491882,0.0,7.17287015914917,0.41051793098449707,0.000984843005426228,0.0003654903848655522,0.1899999976158142,0.20999999344348907,-1.495187520980835,0.08163265138864517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,2,7.095122814178467,7.0918121337890625,0.01655450463294983,10.710373878479004,1.0118104219436646,0.0,6.583999156951904,0.7940546870231628,0.0009214417077600956,0.0007328226347453892,0.1599999964237213,0.17000000178813934,-1.4676498174667358,0.06122449040412903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,3,6.724745273590088,6.706007957458496,0.09368734061717987,17.535959243774414,0.998702347278595,0.0,6.236138343811035,0.2626859247684479,0.0012523181503638625,0.00047015200834721327,0.1599999964237213,0.17000000178813934,-1.4282256364822388,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,4,4.796560764312744,4.752403736114502,0.22078631818294525,20.007625579833984,1.0047539472579956,0.0,4.511967658996582,0.0,9.74796203081496e-05,3.429478965699673e-05,0.2199999988079071,0.22999998927116394,-0.9234121441841125,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,5,5.411444664001465,5.405364036560059,0.030404170975089073,17.36321258544922,0.9933454990386963,0.0,5.2064290046691895,0.39056161046028137,0.0010075069731101394,0.0006332159973680973,0.2199999988079071,0.23999999463558197,-0.859708845615387,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,6,5.4581522941589355,5.412843704223633,0.22654369473457336,11.262480735778809,0.9765669107437134,0.0,4.578990936279297,0.5046207308769226,0.001581559656187892,0.0017032792093232274,0.14000000059604645,0.19999998807907104,-0.9737865924835205,0.06122449040412903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,7,13.257261276245117,8.435287475585938,0.818070650100708,10.201004981994629,1.3026164770126343,0.023291796445846558,3.7131450176239014,13.984845161437988,0.1445854753255844,0.084633469581604,0.25,0.26999998092651367,-0.571138322353363,0.17346937954425812,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,8,4.6284308433532715,4.6142473220825195,0.07091645151376724,13.642276763916016,0.99609375,0.0,4.369993209838867,0.0,0.00021567997464444488,0.00012061875168001279,0.20999999344348907,0.22999998927116394,-0.8207145929336548,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,9,4.7120819091796875,4.700569152832031,0.057564523071050644,10.045948028564453,0.9935927987098694,0.0,3.8794796466827393,0.9144808053970337,0.0014273684937506914,0.0015958856092765927,0.11999999731779099,0.12999999523162842,-0.8049942255020142,0.08163265138864517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,10,4.872282028198242,4.862712860107422,0.04784601181745529,15.392206192016602,0.9995599985122681,0.0,4.348362445831299,0.4756714999675751,0.0013346164487302303,0.0004594442725647241,0.2199999988079071,0.26999998092651367,-0.8207066655158997,0.06122449040412903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,11,4.777758598327637,4.773730278015137,0.02014162577688694,10.813918113708496,1.040238857269287,0.0,4.315877437591553,0.21941618621349335,0.0004890597192570567,0.0002501760027371347,0.17999999225139618,0.2199999988079071,-0.7445665597915649,0.17346937954425812,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,12,3.8887996673583984,3.8617844581604004,0.13507625460624695,21.05270767211914,1.0317424535751343,0.0,3.6494407653808594,0.26841485500335693,0.002630645874887705,0.0015280295629054308,0.20999999344348907,0.23999999463558197,-0.5903955698013306,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,13,4.311158180236816,4.303293228149414,0.0393245555460453,19.513181686401367,0.9876375794410706,0.0,3.9780220985412598,0.5265878438949585,0.0022693525534123182,0.001558384275995195,0.17000000178813934,0.23999999463558197,-0.8205243349075317,0.08163265138864517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,14,4.389451503753662,4.369631290435791,0.09909997135400772,13.801087379455566,0.989206075668335,0.0,4.125489234924316,0.3119867742061615,0.00044098671060055494,0.0002707839594222605,0.20999999344348907,0.22999998927116394,-0.8863117694854736,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,15,4.013261318206787,3.99196195602417,0.10649747401475906,15.111601829528809,0.9860641956329346,0.0,3.2870631217956543,0.8106525540351868,0.0016065638046711683,0.0005484528373926878,0.10999999940395355,0.10999999940395355,-0.8764438033103943,0.09183673560619354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,16,4.075626373291016,4.046182155609131,0.14722006022930145,15.993890762329102,1.0001322031021118,0.0,3.693418502807617,0.757830023765564,0.0005491178017109632,0.00038019742351025343,0.1599999964237213,0.1899999976158142,-0.7631513476371765,0.09183673560619354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,17,3.6436946392059326,3.6228532791137695,0.10420680791139603,13.748147964477539,1.1173938512802124,0.0,2.8852429389953613,1.3650121688842773,0.0022907759994268417,0.002370148664340377,0.1599999964237213,0.25999999046325684,-0.613248348236084,0.17346937954425812,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,18,3.163766860961914,3.1421022415161133,0.10832353681325912,17.227252960205078,1.0518128871917725,0.0,2.788015365600586,0.5064247846603394,0.001960866851732135,0.0007996684871613979,0.14000000059604645,0.1599999964237213,-0.5130200982093811,0.09183673560619354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,19,2.533566474914551,2.4954833984375,0.19041575491428375,18.053787231445312,0.9885817170143127,0.0,2.077847719192505,0.3670078217983246,0.0011092227650806308,0.0006216198671609163,0.08999999612569809,0.08999999612569809,-0.6140678524971008,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,20,1.397037148475647,1.3592067956924438,0.18915198743343353,21.07216453552246,1.0107643604278564,0.0,0.8723283410072327,1.2603940963745117,0.00277632474899292,0.002020354615524411,0.03999999910593033,0.04999999701976776,-0.37349310517311096,0.08163265138864517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,21,3.549119234085083,3.543102264404297,0.03008498065173626,9.859127044677734,0.9932230114936829,0.0,3.186032772064209,0.7074483633041382,0.0006550737307406962,0.0005022569675929844,0.14000000059604645,0.1599999964237213,-0.5802710652351379,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,22,0.7392795085906982,0.7211183905601501,0.09080563485622406,13.987064361572266,0.9892815351486206,0.0,0.3660981059074402,0.6241297125816345,0.0010821035830304027,0.00037326509482227266,0.009999999776482582,0.04999999701976776,-0.015950344502925873,0.12244898080825806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,23,2.3076136112213135,2.2896876335144043,0.08962983638048172,14.189831733703613,1.0282973051071167,0.0,1.4817579984664917,1.0193384885787964,0.0012416657991707325,0.0020548978354781866,0.07000000029802322,0.11999999731779099,-0.384513258934021,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,24,2.551379680633545,2.5487711429595947,0.013042835518717766,17.592906951904297,0.9936802983283997,0.0,2.0552048683166504,0.3726477324962616,0.0011417865753173828,0.0005639039445668459,0.07999999821186066,0.09999999403953552,-0.6159124374389648,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,25,1.858728289604187,1.8217183351516724,0.18504977226257324,12.00741958618164,0.9258666634559631,0.0,0.10279139876365662,4.640838146209717,0.0032954539638012648,0.0008645697962492704,0.0,0.0,0.23425599932670593,0.19387754797935486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,26,1.8784898519515991,1.8608289957046509,0.08830448985099792,12.506549835205078,1.1327333450317383,0.0,1.5186549425125122,0.38557422161102295,0.0011884380364790559,0.0006491311942227185,0.07000000029802322,0.07999999821186066,-0.5242664813995361,0.17346937954425812,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,27,1.4185327291488647,1.4018737077713013,0.08329486846923828,16.58396339416504,0.9985310435295105,0.0,1.2427977323532104,0.016275454312562943,0.00040450002416037023,0.00017520274559501559,0.05999999865889549,0.05999999865889549,-0.46674713492393494,0.010204081423580647,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,28,0.9156237840652466,0.8656814098358154,0.2497119903564453,19.57705307006836,0.953991711139679,0.0,0.41216838359832764,0.22770272195339203,0.0027211301494389772,0.0012817509705200791,0.009999999776482582,0.04999999701976776,-0.13464456796646118,0.06122449040412903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,29,1.4960588216781616,1.4614022970199585,0.1732826977968216,18.76876449584961,1.0068529844284058,0.0,1.2588413953781128,0.49442169070243835,0.0009226961992681026,0.0005946391029283404,0.04999999701976776,0.07000000029802322,-0.5793473124504089,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,30,2.0892837047576904,2.0689401626586914,0.10171803086996078,15.031307220458984,0.9915549755096436,0.0,1.443880319595337,0.29325422644615173,0.0010863937204703689,0.0004967290442436934,0.07000000029802322,0.07999999821186066,-0.506023108959198,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,1,31,1.33143150806427,1.2836376428604126,0.23896946012973785,16.919189453125,1.07508385181427,0.0,0.15377812087535858,2.592654228210449,0.0027970909141004086,0.003817688673734665,0.0,0.0,0.21362784504890442,0.13265305757522583,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,0,6.4004225730896,6.196477890014648,1.019722819328308,17.206783294677734,0.9548249244689941,0.0,5.503391265869141,1.9091824293136597,0.0043130917474627495,0.005486918147653341,0.17000000178813934,0.19999998807907104,-1.0319561958312988,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,1,5.1850905418396,4.24194860458374,3.2689104080200195,18.080638885498047,1.1880367994308472,0.0014467999571934342,4.044899940490723,0.632609486579895,0.002091679722070694,0.0007831965340301394,0.10999999940395355,0.10999999940395355,-1.4009381532669067,0.11224489659070969,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,2,2.67037296295166,2.342237949371338,1.6406745910644531,12.099623680114746,1.1430530548095703,0.0,2.063354015350342,0.0,0.0006976289441809058,0.0002974779927171767,0.04999999701976776,0.04999999701976776,-1.4676498174667358,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,3,4.615687370300293,4.085151195526123,2.6526806354522705,18.400577545166016,1.0479438304901123,0.0,3.7806718349456787,0.8899626731872559,0.002198557835072279,0.0012336408253759146,0.09999999403953552,0.09999999403953552,-1.409658432006836,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,4,3.768515110015869,3.1184287071228027,3.250431537628174,21.35586166381836,1.072460412979126,0.0,2.5041470527648926,0.4511689841747284,0.0006757030496373773,0.000843867426738143,0.07999999821186066,0.09999999403953552,-0.8123087286949158,0.020408162847161293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,5,4.137510776519775,3.9453346729278564,0.9608802795410156,17.476587295532227,0.9998316168785095,0.0,3.569748640060425,1.1698496341705322,0.0014113294892013073,0.0011785452952608466,0.14999999105930328,0.17999999225139618,-0.7364606261253357,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,6,3.876622200012207,3.532905101776123,1.71858549118042,12.004981994628906,1.0409489870071411,0.0,3.0599396228790283,0.6975330710411072,0.0008129498455673456,0.00030515750404447317,0.09999999403953552,0.10999999940395355,-0.9876963496208191,0.09183673560619354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,7,5.368836402893066,5.019407272338867,0.4426858425140381,9.288681030273438,1.1861172914505005,0.0013044604565948248,3.54787278175354,3.166149854660034,0.00144768669269979,0.0005612162058241665,0.17000000178813934,0.19999998807907104,-0.6459301114082336,0.2142857164144516,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,8,2.654287815093994,2.293194532394409,1.8054665327072144,14.324827194213867,1.04593026638031,0.0,2.20382022857666,0.0,0.0008194238180294633,0.0003818777622655034,0.07000000029802322,0.07999999821186066,-0.8001818060874939,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,9,1.6982367038726807,1.4134913682937622,1.4237269163131714,10.373088836669922,1.0259486436843872,0.0,0.983671247959137,0.022665048018097878,0.0008416918572038412,0.00028488715179264545,0.029999999329447746,0.03999999910593033,-0.6866902112960815,0.030612245202064514,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,10,3.303104877471924,3.2189300060272217,0.4208739399909973,16.318204879760742,1.059693694114685,0.0,3.042023181915283,0.4230010211467743,0.0009421118884347379,0.0003644172684289515,0.12999999523162842,0.1599999964237213,-0.8282232880592346,0.0714285671710968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,11,1.9884315729141235,1.7186942100524902,1.1585750579833984,12.098288536071777,1.163788080215454,0.00019011180847883224,1.0105407238006592,1.757076621055603,0.0006100592436268926,0.00014703997294418514,0.04999999701976776,0.07000000029802322,-0.3950212597846985,0.10204081237316132,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,12,2.3614883422851562,1.0685703754425049,1.9197919368743896,24.841358184814453,1.2174150943756104,0.004544798284769058,0.9734024405479431,0.1647326797246933,0.003669148311018944,0.001878603477962315,0.03999999910593033,0.07999999821186066,-0.4388258159160614,0.020408162847161293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,13,3.452791213989258,3.335763692855835,0.5851373672485352,19.892126083374023,1.0068174600601196,0.0,3.162897825241089,0.5239723324775696,0.0019093776354566216,0.0013982168165966868,0.12999999523162842,0.12999999523162842,-0.8123244047164917,0.05102040618658066,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,14,3.150339126586914,2.881319522857666,1.3450978994369507,14.971765518188477,1.0731154680252075,0.0,2.536320209503174,0.4422008693218231,0.0011259508319199085,0.001002146047540009,0.08999999612569809,0.12999999523162842,-0.8570451736450195,0.030612245202064514,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,15,2.2786972522735596,2.204514503479004,0.3709137737751007,16.149433135986328,1.0537848472595215,0.0,2.059229850769043,0.21009664237499237,0.0011213755933567882,0.0005227578221820295,0.07000000029802322,0.07999999821186066,-0.8122150301933289,0.06122449040412903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teacher,5,16,2.5675008296966553,2.5202507972717285,0.23624984920024872,16.7037353515625,1.0445202589035034,0.0,2.4597063064575195,0.09489899128675461,0.0006209766725078225,0.00020434721955098212,0.08999999612569809,0.08999999612569809,-0.8406292796134949,0.040816325694322586,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
